experiment,domain,dataset,seed,model,variant,fit_samples,train_samples,test_samples,n_features,fit_seconds,predict_seconds,split_protocol,accuracy,macro_f1,balanced_accuracy,mcc,minority_recall,g_mean,gb_feature_seconds,n_balls,average_ball_size,compression_ratio
raw_baseline_v1,industrial_tabular,secom,42,xgboost,raw,940,940,314,590,0.8561629579999135,0.0006741250035702251,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.0,,,
fault_gbfeat_v1,industrial_tabular,secom,2026,catboost,gbfeat,940,940,314,602,1.4645305420053774,0.0007945420002215542,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.013008750000153668,1.0,940.0,0.0010638297872340426
raw_baseline_v1,industrial_tabular,secom,2026,catboost,raw,940,940,314,590,1.4504179170035059,0.0006912909957463853,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.0,,,
fault_gbfeat_v1,industrial_tabular,secom,2026,extra_trees,gbfeat,940,940,314,602,0.12048499999946216,0.015953333000652492,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.013008750000153668,1.0,940.0,0.0010638297872340426
raw_baseline_v1,industrial_tabular,secom,2026,extra_trees,raw,940,940,314,590,0.12352433300111443,0.013301291000971105,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.0,,,
fault_gbfeat_v1,industrial_tabular,secom,2026,lightgbm,gbfeat,940,940,314,602,0.8129017079991172,0.0011185829935129732,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.013008750000153668,1.0,940.0,0.0010638297872340426
raw_baseline_v1,industrial_tabular,secom,2026,lightgbm,raw,940,940,314,590,0.7979353749979055,0.0010885419978876598,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.0,,,
fault_gbfeat_v1,industrial_tabular,secom,2026,random_forest,gbfeat,940,940,314,602,0.27509825000015553,0.014776875003008172,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.013008750000153668,1.0,940.0,0.0010638297872340426
raw_baseline_v1,industrial_tabular,secom,2026,random_forest,raw,940,940,314,590,0.27740074999746867,0.015976541995769367,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.0,,,
fault_gbfeat_v1,industrial_tabular,secom,2026,xgboost,gbfeat,940,940,314,602,0.8626840420038207,0.0006241250011953525,chronological 60/20/20 by official production test timestamp,0.9426751592356688,0.4852459016393443,0.4983164983164983,-0.013523031736457278,0.0,9.983150788368352e-07,0.013008750000153668,1.0,940.0,0.0010638297872340426
raw_baseline_v1,industrial_tabular,secom,2026,xgboost,raw,940,940,314,590,0.853338207998604,0.0006645419998676516,chronological 60/20/20 by official production test timestamp,0.945859872611465,0.486088379705401,0.5,0.0,0.0,1e-06,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,1,catboost,gbfeat,1164,1164,389,39,0.7801886660017772,0.0007065419995342381,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7532133676092545,0.7716774377865837,0.8080367743275011,0.6923061106069692,0.8181818181818182,0.798954167930073,1.0578012919941102,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,1,catboost,raw,1164,1164,389,27,0.6208589169982588,0.00043670900049619377,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7660668380462725,0.7780951519355985,0.8202089426400203,0.7090140370731906,0.8181818181818182,0.8104434578118319,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,1,extra_trees,gbfeat,1164,1164,389,39,0.12962216600135434,0.01575099999899976,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7480719794344473,0.7530787597832563,0.7437157152696,0.6727898353655418,0.8181818181818182,0.6915091531798109,1.0578012919941102,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,1,extra_trees,raw,1164,1164,389,27,0.13591862500470597,0.01595787500264123,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7532133676092545,0.7606498522093963,0.7678836404243673,0.6811552922480612,0.8181818181818182,0.7411465438802081,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,1,lightgbm,gbfeat,1164,1164,389,39,3.161490541002422,0.004094333999091759,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7686375321336761,0.7813460219213468,0.8014826843304287,0.7043332121646934,0.8181818181818182,0.7883074605057905,1.0578012919941102,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,1,lightgbm,raw,1164,1164,389,27,3.064609291999659,0.004149375003180467,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7763496143958869,0.7834090766781603,0.8122715612847192,0.7136943424063565,0.8181818181818182,0.794759006803978,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,1,random_forest,gbfeat,1164,1164,389,39,0.26171270899794763,0.016146458001458086,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7686375321336761,0.7764584656726301,0.7631717181685855,0.700370425443051,0.8181818181818182,0.7378439014182016,1.0578012919941102,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,1,random_forest,raw,1164,1164,389,27,0.2557550839992473,0.016197041994018946,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7609254498714653,0.7749701579984646,0.7655345965183058,0.6900843362669945,0.8181818181818182,0.7413582659135792,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,1,xgboost,gbfeat,1164,1164,389,39,1.8011942080047447,0.0013524579990189523,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7917737789203085,0.8065026527747446,0.8063785600596377,0.7315804328589675,0.8181818181818182,0.7907432231571098,1.0578012919941102,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,1,xgboost,raw,1164,1164,389,27,1.7063314999977592,0.0014148330010357313,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7969151670951157,0.8058697836343977,0.8090797574976775,0.7379176264154588,0.8181818181818182,0.7920501478006302,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,7,catboost,gbfeat,1164,1164,389,39,0.7090542920050211,0.00044166699808556587,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7223650385604113,0.7418143016060242,0.8027774503181772,0.657732496087388,0.9090909090909091,0.7890204382918865,1.052880457995343,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,7,catboost,raw,1164,1164,389,27,0.5684283750015311,0.0003839589990093373,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7275064267352185,0.7493685509354236,0.8110011345287035,0.6637807545466197,0.9090909090909091,0.7967462608422877,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,7,extra_trees,gbfeat,1164,1164,389,39,0.12216054199961945,0.0160570829975768,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7352185089974294,0.723578615006417,0.696871608619729,0.6575863522140832,0.6363636363636364,0.6619032144660483,1.052880457995343,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,7,extra_trees,raw,1164,1164,389,27,0.12254633299744455,0.016089290998934302,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7532133676092545,0.7478315110876717,0.739385113633234,0.6807664302876614,0.8181818181818182,0.7122317165073764,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,7,lightgbm,gbfeat,1164,1164,389,39,3.121548499999335,0.0041234579985029995,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7789203084832905,0.7824928500570473,0.7800009253486697,0.7167294437366798,0.6363636363636364,0.7646288172288892,1.052880457995343,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,7,lightgbm,raw,1164,1164,389,27,3.045156375002989,0.004129917004320305,seeded stratified 60/20/20; no acquisition/session IDs are published,0.8020565552699229,0.8090316520751691,0.8241427403238181,0.7461216527875948,0.9090909090909091,0.8119364457283702,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,7,random_forest,gbfeat,1164,1164,389,39,0.25359583299723454,0.01608699999633245,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7069408740359897,0.6947862895321012,0.6521588692797966,0.6203110772188603,0.5454545454545454,0.5981216254573687,1.052880457995343,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,7,random_forest,raw,1164,1164,389,27,0.2539697079992038,0.016081209003459662,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7506426735218509,0.7674576068751747,0.7420320402933186,0.6781149827774635,0.9090909090909091,0.706865532767643,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,7,xgboost,gbfeat,1164,1164,389,39,1.786191917002725,0.0013118339993525296,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7686375321336761,0.7686679722320094,0.743484535166866,0.7014582640929521,0.6363636363636364,0.7213030310342802,1.052880457995343,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,7,xgboost,raw,1164,1164,389,27,1.7143610830025864,0.0013245410009403713,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7840616966580977,0.7990644219486028,0.7778034975560038,0.7209917983530976,0.8181818181818182,0.7563224620496514,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,21,catboost,gbfeat,1164,1164,389,39,0.7073355410029762,0.0004688749977503903,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7223650385604113,0.7705508992865454,0.7881587061411623,0.6565787562237133,0.8181818181818182,0.7717989714427884,1.0545984999989741,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,21,catboost,raw,1164,1164,389,27,0.5506949169939617,0.0003896670023095794,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7275064267352185,0.7613426225691523,0.7922030049223031,0.6630095005034975,0.8181818181818182,0.7765852311393434,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,21,extra_trees,gbfeat,1164,1164,389,39,0.12436808300117264,0.015821332999621518,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7532133676092545,0.762865560273337,0.7241041794926507,0.6791470186212073,0.5454545454545454,0.7055503103533808,1.0545984999989741,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,21,extra_trees,raw,1164,1164,389,27,0.12475104100303724,0.014816916002018843,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7712082262210797,0.7870368930782059,0.758912122524278,0.7033690799008715,0.7272727272727273,0.7395540068936355,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,21,lightgbm,gbfeat,1164,1164,389,39,3.112442749996262,0.004072083000210114,seeded stratified 60/20/20; no acquisition/session IDs are published,0.781491002570694,0.8049506684278986,0.7944240387849411,0.7184002788513544,0.8181818181818182,0.7783213941967823,1.0545984999989741,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,21,lightgbm,raw,1164,1164,389,27,3.044871875004901,0.004211749997921288,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7634961439588689,0.7749621778939023,0.7728903551428613,0.697326351113107,0.7272727272727273,0.7581895140159333,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,21,random_forest,gbfeat,1164,1164,389,39,0.25736870800028555,0.016024249998736195,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7634961439588689,0.7861346829231388,0.7467399542117586,0.6937911586758881,0.7272727272727273,0.7267777225664057,1.0545984999989741,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,21,random_forest,raw,1164,1164,389,27,0.2600276249941089,0.0149827080022078,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7634961439588689,0.7895573098106583,0.7507842529928996,0.6925011603794904,0.7272727272727273,0.7324306286817017,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,21,xgboost,gbfeat,1164,1164,389,39,1.7803644160012482,0.0012777500014635734,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7686375321336761,0.7855139753654026,0.7554913149368037,0.6998587171197607,0.6363636363636364,0.7413820484579358,1.0545984999989741,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,21,xgboost,raw,1164,1164,389,27,1.7154284159987583,0.0012832499996875413,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7737789203084833,0.7865496794475869,0.7610143818633793,0.707293412826679,0.6363636363636364,0.7464125471479592,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,42,catboost,gbfeat,1164,1164,389,39,0.7068051250025746,0.0005507090027094819,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7506426735218509,0.7567010869015881,0.7878184570697103,0.6933705416044179,0.6363636363636364,0.7740423264097787,1.0429558329997235,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,42,catboost,raw,1164,1164,389,27,0.5471462079949561,0.00037820800207555294,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7660668380462725,0.7725956949139864,0.8184989648335514,0.7142356072736403,0.7272727272727273,0.8068846911987837,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,42,extra_trees,gbfeat,1164,1164,389,39,0.12507645800360478,0.016047583005274646,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7634961439588689,0.7522250725677896,0.7228545953953223,0.6929482707102019,0.45454545454545453,0.6885410514453393,1.0429558329997235,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,42,extra_trees,raw,1164,1164,389,27,0.13777425000444055,0.015320207996410318,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7892030848329049,0.7990787826093373,0.7957662516403118,0.7282329599936234,0.7272727272727273,0.7863914875835056,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,42,lightgbm,gbfeat,1164,1164,389,39,3.1355584999982966,0.004356790996098425,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7609254498714653,0.7500976724593819,0.7464290229171182,0.69397729465743,0.45454545454545453,0.7157281589595318,1.0429558329997235,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,42,lightgbm,raw,1164,1164,389,27,3.105195290998381,0.0040533749997848645,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7866323907455013,0.8014492198751267,0.8092965160477693,0.728440462742995,0.7272727272727273,0.7987329504966545,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,42,random_forest,gbfeat,1164,1164,389,39,0.2586726669978816,0.031837083006394096,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7557840616966581,0.7454862945593531,0.7102615516619277,0.683438591676128,0.36363636363636365,0.6752301133675535,1.0429558329997235,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,42,random_forest,raw,1164,1164,389,27,0.26727658299932955,0.014995041994552594,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7917737789203085,0.7926685405261505,0.7740914311716317,0.7305121099626871,0.6363636363636364,0.7632388898304677,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,42,xgboost,gbfeat,1164,1164,389,39,1.7718714579968946,0.0012612909995368682,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7660668380462725,0.7551025627162673,0.7450715069762689,0.6985358897214899,0.45454545454545453,0.7133767946194672,1.0429558329997235,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,42,xgboost,raw,1164,1164,389,27,1.7134739169996465,0.0012707089990726672,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7917737789203085,0.7949628156276853,0.7904877014056214,0.732056337621839,0.6363636363636364,0.7762981084579191,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,2026,catboost,gbfeat,1164,1164,389,39,0.7212367079991964,0.0005406249983934686,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7557840616966581,0.7702198404958523,0.7867432489769582,0.6919289962319531,0.7272727272727273,0.7806350941343623,1.0465194159987732,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,2026,catboost,raw,1164,1164,389,27,0.5503137080013403,0.0003818339973804541,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7506426735218509,0.7596967327346942,0.7866898301735396,0.6868484958863535,0.7272727272727273,0.7798472075119645,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,2026,extra_trees,gbfeat,1164,1164,389,39,0.1270772920033778,0.015290957999241073,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7377892030848329,0.7052829935428317,0.6680199969203728,0.6609328593923876,0.36363636363636365,0.5967081010294367,1.0465194159987732,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,2026,extra_trees,raw,1164,1164,389,27,0.14233362500090152,0.016092582998680882,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7403598971722365,0.7411293445253345,0.7191944397614825,0.6632358845788664,0.6363636363636364,0.6854184369335247,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,2026,lightgbm,gbfeat,1164,1164,389,39,3.1339979590047733,0.00415916700148955,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7609254498714653,0.7516831464736802,0.7300723370428885,0.6903868289226326,0.45454545454545453,0.7031999497440053,1.0465194159987732,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,2026,lightgbm,raw,1164,1164,389,27,3.0467422080037068,0.004032958000607323,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7866323907455013,0.7664547283960442,0.7555706894052759,0.7246556390605801,0.45454545454545453,0.7272872120428333,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,2026,random_forest,gbfeat,1164,1164,389,39,0.2915201249998063,0.01594012499845121,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7326478149100257,0.684868312271829,0.660366693433736,0.6530007677358741,0.36363636363636365,0.5719050994880568,1.0465194159987732,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,2026,random_forest,raw,1164,1164,389,27,0.27318141700379783,0.016011125000659376,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7480719794344473,0.7356847287773941,0.704753853892325,0.6723923323077273,0.5454545454545454,0.6732319312696258,0.0,,,
fault_gbfeat_v1,industrial_tabular,steel_plates,2026,xgboost,gbfeat,1164,1164,389,39,1.792427291002241,0.001293749999604188,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7737789203084833,0.7449361559228997,0.7097423583795764,0.7056170644785876,0.36363636363636365,0.6610086034791679,1.0465194159987732,256.0,4.546875,0.21993127147766323
raw_baseline_v1,industrial_tabular,steel_plates,2026,xgboost,raw,1164,1164,389,27,1.7065982499989332,0.001299957999435719,seeded stratified 60/20/20; no acquisition/session IDs are published,0.7712082262210797,0.762739386052168,0.7427077766520123,0.7032366232262259,0.5454545454545454,0.713857935114389,0.0,,,
