experiment_id,base_config,family,method,condition_a_oracle,condition_b_oracle,positive_global_regret,positive_global_point_fraction,mean_global_regret,max_global_regret,estimated_eps01_oracle_regret,estimated_eps01_condition_a_vs_global,estimated_eps01_cost,estimated_eps01_risk,marginal_value_mean,marginal_value_variance,region_value_variance,region_scores_json
v2thy-D04-s2026,D04,D,kmeans,True,True,True,0.9,0.010700000000000006,0.028999999999999998,0,True,4,0.12,0.14051785714285717,0.019735232461734697,0.004386722434807258,"[0.14051785714285717, 0, 3.5714285714285744e-05]"
v2thy-D04-s21,D04,D,kmeans,True,True,True,0.8,0.005799999999999997,0.013999999999999999,0,True,4,0.12,0.05628142857142858,0.012624610481632655,0.000701665016868229,"[0.05628142857142858, 6.071428571428527e-05, 0.00011904761904761882]"
v2thy-D04-s42,D04,D,kmeans,True,False,True,0.7,0.0033999999999999933,0.007999999999999993,0,True,4,0.12,0.07032828282828284,0.014794196013161925,0.0010940300618102717,"[0.07032828282828284, 0.00022222222222222088, 0.00010437710437710396]"
v2thy-D04-s7,D04,D,kmeans,True,True,True,0.9,0.004999999999999995,0.010999999999999996,0,True,4,0.12,0.09382962962962964,0.01751637410150892,0.0019513606706294776,"[0.09382962962962964, 0.0002444444444444442, 0]"
v2thy-D05-s1,D05,D,kmeans,True,False,True,0.5,0.0005200000000000037,0.0020000000000000018,0,True,4,0.1748,0.041734367747098836,0.0034832558836926436,9.675748362623774e-05,"[0.041734367747098836, 0.041734367747098836, 0.0626008163265306]"
v2thy-D05-s2026,D05,D,kmeans,True,False,True,0.6,0.0018199999999999994,0.006599999999999995,0,True,4,0.1748,0.041733728564062225,0.0034833092337126746,0.0,"[0.041733728564062225, 0.041733728564062225, 0.041733728564062225]"
v2thy-D05-s21,D05,D,kmeans,True,False,True,0.5,0.0004000000000000031,0.0020000000000000018,0,True,4,0.1748,0.03130053865147955,0.0029390362805364694,2.4189410237817676e-05,"[0.03130053865147955, 0.03130053865147955, 0.04173377142326124]"
v2thy-D05-s42,D05,D,kmeans,True,False,True,0.6,0.0007800000000000001,0.0023999999999999855,0,True,4,0.1748,0.06260015576323986,0.003918740498466629,0.0,"[0.06260015576323986, 0.06260015576323986, 0.06260015576323986]"
v2thy-D05-s7,D05,D,kmeans,True,False,True,0.3,5.9999999999993395e-05,0.00019999999999997797,0,True,4,0.1748,0.12519999999999998,0,0.0,"[0.12519999999999998, 0.12519999999999998, 0.12519999999999998]"
v2thym2-A00-s1,A00,A,class_means,True,True,True,0.5,0.008320000000000003,0.03,0,False,283,0.1372,0.00022348754448398584,0,0.0,"[0.00022348754448398584, 0.00022348754448398584]"
v2thym2-A00-s2026,A00,A,class_means,True,True,True,0.5,0.00944,0.03420000000000001,0,False,261,0.1382,0.0002386100386100387,0,0.0,"[0.0002386100386100387, 0.0002386100386100387]"
v2thym2-A00-s21,A00,A,class_means,True,True,True,0.5,0.009340000000000001,0.032799999999999996,0,False,273,0.1386,0.00022656826568265685,0,0.0,"[0.00022656826568265685, 0.00022656826568265685]"
v2thym2-A00-s42,A00,A,class_means,True,True,True,0.5,0.006679999999999994,0.022999999999999993,0,False,275,0.1466,0.00019560439560439562,0,0.0,"[0.00019560439560439562, 0.00019560439560439562]"
v2thym2-A00-s7,A00,A,class_means,True,True,True,0.5,0.007379999999999998,0.0262,0,False,273,0.1424,0.00021254612546125465,0,0.0,"[0.00021254612546125465, 0.00021254612546125465]"
v2thym2-A01-s1,A01,A,class_means,False,True,True,0.6,0.04920000000000001,0.10300000000000004,0,False,2,0.3,0.06,0,0.0,"[0.06, 0.06]"
v2thym2-A01-s2026,A01,A,class_means,True,True,True,0.6,0.04610000000000001,0.09600000000000003,0,False,2,0.3,0.06,0,0.0,"[0.06, 0.06]"
v2thym2-A01-s21,A01,A,class_means,False,True,True,0.6,0.0565,0.11699999999999999,0,False,3,0.24,0.06,0,0.0,"[0.06, 0.06]"
v2thym2-A01-s42,A01,A,class_means,False,True,True,0.6,0.03830000000000001,0.07600000000000001,0,False,2,0.3,0.06,0,0.0,"[0.06, 0.06]"
v2thym2-A01-s7,A01,A,class_means,True,True,True,0.6,0.04640000000000001,0.09600000000000003,0,False,2,0.3,0.06,0,0.0,"[0.06, 0.06]"
v2thym2-A02-s1,A02,A,class_means,False,True,True,0.4,0.019899999999999994,0.05099999999999999,0,False,2,0.2,0.04000000000000001,0,0.0,"[0.04000000000000001, 0.04000000000000001]"
v2thym2-A02-s2026,A02,A,class_means,True,True,True,0.4,0.0196,0.05399999999999999,0,False,2,0.2,0.04000000000000001,0,0.0,"[0.04000000000000001, 0.04000000000000001]"
v2thym2-A02-s21,A02,A,class_means,True,True,True,0.4,0.0228,0.062,0,False,2,0.2,0.04000000000000001,0,0.0,"[0.04000000000000001, 0.04000000000000001]"
v2thym2-A02-s42,A02,A,class_means,True,True,True,0.4,0.019899999999999994,0.05299999999999999,0,False,2,0.2,0.04000000000000001,0,0.0,"[0.04000000000000001, 0.04000000000000001]"
v2thym2-A02-s7,A02,A,class_means,True,True,True,0.4,0.017299999999999996,0.045999999999999985,0,False,2,0.2,0.04000000000000001,0,0.0,"[0.04000000000000001, 0.04000000000000001]"
v2thym2-A03-s1,A03,A,class_means,False,True,True,0.4,0.03010000000000001,0.09800000000000003,0,False,2,0.2,0.002571428571428574,0,0.0,"[0.002571428571428574, 0.002571428571428574]"
v2thym2-A03-s2026,A03,A,class_means,False,True,True,0.4,0.0306,0.10199999999999998,0,False,2,0.2,0.002375000000000002,0,0.0,"[0.002375000000000002, 0.002375000000000002]"
v2thym2-A03-s21,A03,A,class_means,False,True,True,0.4,0.024300000000000002,0.066,0,False,2,0.2,0.0023333333333333353,0,0.0,"[0.0023333333333333353, 0.0023333333333333353]"
v2thym2-A03-s42,A03,A,class_means,False,True,True,0.4,0.025300000000000003,0.08400000000000002,0,False,2,0.2,0.0018750000000000017,0,0.0,"[0.0018750000000000017, 0.0018750000000000017]"
v2thym2-A03-s7,A03,A,class_means,False,True,True,0.4,0.023600000000000003,0.066,0,False,2,0.2,0.0019000000000000017,0,0.0,"[0.0019000000000000017, 0.0019000000000000017]"
v2thym2-A04-s1,A04,A,class_means,False,True,True,0.6,0.05099999999999998,0.10999999999999999,0,False,2,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998]"
v2thym2-A04-s2026,A04,A,class_means,True,True,True,0.6,0.016099999999999993,0.04199999999999998,0,False,2,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998]"
v2thym2-A04-s21,A04,A,class_means,True,True,True,0.6,0.01679999999999999,0.03699999999999998,0,False,3,0.26,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998]"
v2thym2-A04-s42,A04,A,class_means,False,True,True,0.6,0.046999999999999986,0.09299999999999997,0,False,2,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998]"
v2thym2-A04-s7,A04,A,class_means,False,True,True,0.6,0.046799999999999994,0.10399999999999998,0,False,2,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998]"
v2thym2-A05-s1,A05,A,class_means,True,True,True,0.9,0.012399999999999994,0.026999999999999996,0,True,4,0.164,0.28,0,0.019600000000000003,"[0.28, 0]"
v2thym2-A05-s2026,A05,A,class_means,True,True,True,0.5,0.006099999999999997,0.022999999999999993,0,False,5,0.179,0.07054261363636365,0.014624380447766016,0.0012186776861746016,"[0.07054261363636365, 0.0007234848484848445]"
v2thym2-A05-s21,A05,A,class_means,False,True,True,0.8,0.010100000000000003,0.026999999999999996,0,False,4,0.181,0.28,0,0.0,"[0.28, 0.28]"
v2thym2-A05-s42,A05,A,class_means,True,True,True,0.8,0.007899999999999985,0.016999999999999987,0,False,4,0.173,0.14200000000000002,0.019044000000000005,0.004761000000000003,"[0.14200000000000002, 0.003999999999999976]"
v2thym2-A05-s7,A05,A,class_means,True,True,True,0.8,0.005500000000000005,0.014000000000000012,0,False,4,0.182,0.14200000000000002,0.019044000000000002,0.0047610000000000005,"[0.14200000000000002, 0.0040000000000000036]"
v2thym2-B00-s1,B00,B,class_means,True,True,True,0.6,0.027099999999999992,0.064,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B00-s2026,B00,B,class_means,True,True,True,0.6,0.022999999999999993,0.045999999999999985,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B00-s21,B00,B,class_means,False,True,True,0.6,0.03219999999999999,0.07,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B00-s42,B00,B,class_means,False,True,True,0.6,0.014599999999999991,0.034999999999999976,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B00-s7,B00,B,class_means,False,True,True,0.6,0.0416,0.08399999999999996,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B01-s1,B01,B,class_means,False,True,True,0.5,0.0272,0.127,0,False,4,0.08,0.12000000000000001,0,0.0,"[0.12000000000000001, 0.12000000000000001, 0.12000000000000001]"
v2thym2-B01-s2026,B01,B,class_means,True,True,True,0.4,0.0221,0.12000000000000001,0,True,4,0.08,0.0300734126984127,0.0026955972970206603,0.0016196453546038904,"[0.12000000000000001, 0.0300734126984127, 0.04006084656084656]"
v2thym2-B01-s21,B01,B,class_means,True,True,True,0.5,0.0234,0.12100000000000001,0,True,4,0.08,0.12000000000000001,0,0.0,"[0.12000000000000001, 0.12000000000000001, 0.12000000000000001]"
v2thym2-B01-s42,B01,B,class_means,True,True,True,0.5,0.018900000000000004,0.12100000000000001,0,True,4,0.08,0.060166666666666674,0.0035800277777777783,0.0007955617283950618,"[0.12000000000000001, 0.060166666666666674, 0.060166666666666674]"
v2thym2-B01-s7,B01,B,class_means,True,True,True,0.5,0.0164,0.12000000000000001,0,True,4,0.08,0.060125000000000005,0.0035850156250000005,0.000796670138888889,"[0.12000000000000001, 0.060125000000000005, 0.060125000000000005]"
v2thym2-B02-s1,B02,B,class_means,True,True,True,0.8,0.03310000000000001,0.05499999999999999,0,True,4,0.32,0.027126893939393944,0.0013980454617194679,0.0,"[0.027126893939393944, 0.027126893939393944, 0.027126893939393944]"
v2thym2-B02-s2026,B02,B,class_means,False,True,True,0.8,0.03260000000000003,0.04800000000000004,0,True,4,0.32,0.027306397306397313,0.001388544660975638,0.0,"[0.027306397306397313, 0.027306397306397313, 0.027306397306397313]"
v2thym2-B02-s21,B02,B,class_means,True,True,True,0.8,0.025,0.044999999999999984,0,True,4,0.32,0.020906250000000005,0.0011642763671875004,0.0,"[0.020906250000000005, 0.020906250000000005, 0.020906250000000005]"
v2thym2-B02-s42,B02,B,class_means,True,True,True,0.8,0.02180000000000002,0.03300000000000003,0,True,4,0.32,0.02710119047619048,0.0013991752409297058,0.0,"[0.02710119047619048, 0.02710119047619048, 0.02710119047619048]"
v2thym2-B02-s7,B02,B,class_means,False,True,True,0.8,0.038299999999999994,0.05199999999999999,0,False,4,0.32,0.04056250000000001,0.0015553164062500006,0.0,"[0.04056250000000001, 0.04056250000000001, 0.04056250000000001]"
v2thym2-B03-s1,B03,B,class_means,False,True,True,0.9,0.015999999999999993,0.01999999999999999,0,False,6,0.13,0.0015000000000000013,1.1666666666666687e-06,5.000000000000009e-07,"[0.0015000000000000013, 0.0015000000000000013, 0]"
v2thym2-B03-s2026,B03,B,class_means,True,True,True,0.9,0.0060999999999999995,0.011999999999999983,0,False,4,0.13,0.0005833333333333338,9.027777777777794e-08,7.56172839506174e-08,"[0.0005833333333333338, 0, 0.0005833333333333338]"
v2thym2-B03-s21,B03,B,class_means,True,True,True,0.9,0.0099,0.036000000000000004,0,False,4,0.13,9.090909090909098e-05,0,1.8365472910927488e-09,"[9.090909090909098e-05, 0, 9.090909090909098e-05]"
v2thym2-B03-s42,B03,B,class_means,True,True,True,0.9,0.014899999999999997,0.025999999999999995,0,False,4,0.13,0.0006666666666666673,0,9.876543209876562e-08,"[0.0006666666666666673, 0.0006666666666666673, 0]"
v2thym2-B03-s7,B03,B,class_means,True,True,True,0.9,0.011200000000000002,0.017999999999999988,0,False,4,0.13,0.0011607142857142868,1.2203443877551042e-06,2.9939058956916157e-07,"[0.0011607142857142868, 0.0011607142857142868, 0]"
v2thym2-B04-s1,B04,B,class_means,True,True,True,0.6,0.0358,0.08239999999999997,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B04-s2026,B04,B,class_means,False,True,True,0.6,0.027039999999999998,0.05879999999999996,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B04-s21,B04,B,class_means,False,True,True,0.6,0.035339999999999996,0.07739999999999997,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B04-s42,B04,B,class_means,True,True,True,0.6,0.03346,0.07379999999999998,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B04-s7,B04,B,class_means,True,True,True,0.6,0.028819999999999995,0.06579999999999997,0,False,3,0.3,0.03999999999999998,0,0.0,"[0.03999999999999998, 0.03999999999999998, 0.03999999999999998]"
v2thym2-B05-s1,B05,B,class_means,True,False,True,0.5,0.0017000000000000014,0.0050000000000000044,0,False,6,0.103,0.002366666666666666,2.271111111111106e-06,0.0,"[0.002366666666666666, 0.002366666666666666, 0.002366666666666666]"
v2thym2-B05-s2026,B05,B,class_means,True,True,True,0.8,0.005999999999999994,0.009999999999999995,0,False,6,0.089,0.0049999999999999906,0,0.0,"[0.0049999999999999906, 0.0049999999999999906, 0.0049999999999999906]"
v2thym2-B05-s21,B05,B,class_means,True,True,True,0.8,0.0039000000000000007,0.009999999999999995,0.0020000000000000018,False,7,0.09,0.0014374999999999995,1.5117187499999955e-06,1.4670138888888851e-07,"[0.0014374999999999995, 0.0014374999999999995, 0.0022499999999999985]"
v2thym2-B05-s42,B05,B,class_means,True,False,True,0.4,0.0014000000000000013,0.0050000000000000044,0,False,7,0.085,0.0010277777777777787,8.626543209876557e-07,3.3607681755829945e-08,"[0.0010277777777777787, 0.0010277777777777787, 0.0014166666666666679]"
v2thym2-B05-s7,B05,B,class_means,True,False,True,0.6,0.0027000000000000023,0.008000000000000007,0.0020000000000000018,False,8,0.094,0.0012500000000000011,1.8750000000000032e-07,1.3888888888888913e-08,"[0.0012500000000000011, 0.0015000000000000013, 0.0012500000000000011]"
v2thym2-C00-s1,C00,C,class_means,True,True,True,0.9,0.0284,0.05199999999999999,0,True,28,0.337,0.0014302943969610642,1.126438236883e-06,5.281819754067206e-07,"[0.0014302943969610642, 0.0006145299145299151, 0, 0.001883333333333334]"
v2thym2-C00-s2026,C00,C,class_means,True,True,True,0.8,0.012799999999999988,0.02799999999999997,0,False,11,0.356,0.0009273933973684493,1.1867556265417536e-06,1.517705226068021e-07,"[0.0009273933973684493, 0.0016413934426229453, 0.0005703933747412013, 0.001174560041407865]"
v2thym2-C00-s21,C00,C,class_means,True,True,True,0.8,0.015200000000000014,0.031000000000000028,0,True,28,0.385,0.003260582010582012,2.2167562498250364e-05,2.8914987419865086e-07,"[0.003260582010582012, 0.00436309523809524, 0.003260582010582012, 0.0043075396825396845]"
v2thym2-C00-s42,C00,C,class_means,True,True,True,0.7,0.011699999999999978,0.022999999999999965,0,True,12,0.368,0.0009449133276499004,1.7918797158542037e-06,1.857395774332081e-07,"[0.0010108543417366945, 0.002125000000000002, 0.001168840579710146, 0.0015814950980392155]"
v2thym2-C00-s7,C00,C,class_means,True,True,True,0.9,0.022599999999999974,0.034999999999999976,0,False,16,0.369,0.001417619047619046,1.2269526077097467e-06,3.844883855085238e-07,"[0.001417619047619046, 0, 0.0015529100529100511, 0.0012685714285714297]"
v2thym2-C01-s1,C01,C,class_means,True,True,True,0.7,0.028700000000000003,0.178,0.0040000000000000036,False,45,0.109,0.03602857142857143,0.0033274461224489793,0.0,"[0.03602857142857143, 0.03602857142857143, 0.03602857142857143, 0.03602857142857143]"
v2thym2-C01-s2026,C01,C,class_means,True,True,True,0.7,0.0319,0.176,0,True,7,0.127,0.0354,0.00335274,0.0,"[0.0354, 0.0354, 0.0354, 0.0354]"
v2thym2-C01-s21,C01,C,class_means,True,True,True,0.7,0.0439,0.181,0,True,5,0.15,0.05566666666666666,0.0045656296296296296,0.0,"[0.05566666666666666, 0.05566666666666666, 0.05566666666666666, 0.05566666666666666]"
v2thym2-C01-s42,C01,C,class_means,True,True,True,0.7,0.0327,0.171,0,True,7,0.118,0.03492307692307692,0.0033976313609467455,1.4198149731878706e-05,"[0.03492307692307692, 0.03492307692307692, 0.03492307692307692, 0.043625]"
v2thym2-C01-s7,C01,C,class_means,True,True,True,0.7,0.0289,0.17400000000000002,0,True,7,0.121,0.03513333333333333,0.0033783044444444443,0.0,"[0.03513333333333333, 0.03513333333333333, 0.03513333333333333, 0.03513333333333333]"
v2thym2-C02-s1,C02,C,class_means,True,True,True,0.7,0.02319999999999999,0.16199999999999998,0,True,5,0.14,0.05449999999999999,0.005671499999999999,0.0,"[0.05449999999999999, 0.05449999999999999, 0.05449999999999999, 0.05449999999999999]"
v2thym2-C02-s2026,C02,C,class_means,False,True,True,0.7,0.030499999999999992,0.174,0,False,5,0.14,0.16099999999999998,0,0.0,"[0.16099999999999998, 0.16099999999999998, 0.16099999999999998, 0.16099999999999998]"
v2thym2-C02-s21,C02,C,class_means,False,True,True,0.7,0.023899999999999987,0.16799999999999998,0,False,5,0.14,0.16099999999999998,0,0.0,"[0.16099999999999998, 0.16099999999999998, 0.16099999999999998, 0.16099999999999998]"
v2thym2-C02-s42,C02,C,class_means,True,True,True,0.7,0.024399999999999988,0.175,0,True,5,0.14,0.041049999999999996,0.004796407499999999,0.0,"[0.041049999999999996, 0.041049999999999996, 0.041049999999999996, 0.041049999999999996]"
v2thym2-C02-s7,C02,C,class_means,False,True,True,0.7,0.04529999999999999,0.18,0,False,5,0.14,0.08074999999999999,0.006440062499999998,0.0,"[0.08074999999999999, 0.08074999999999999, 0.08074999999999999, 0.08074999999999999]"
v2thym2-C03-s1,C03,C,class_means,True,True,True,0.8,0.02180000000000002,0.03400000000000003,0,False,5,0.318,0.02159226190476191,0.0011797130367772113,0.0,"[0.02159226190476191, 0.02159226190476191, 0.02159226190476191, 0.02159226190476191]"
v2thym2-C03-s2026,C03,C,class_means,True,True,True,0.8,0.007500000000000007,0.015000000000000013,0,False,8,0.316,0.012071428571428575,0.0007918639455782316,1.3852147108843537e-05,"[0.012071428571428575, 0.02066666666666667, 0.012071428571428575, 0.012071428571428575]"
v2thym2-C03-s21,C03,C,class_means,True,True,True,0.8,0.029100000000000015,0.056999999999999995,0,False,5,0.318,0.018785000000000007,0.0009742549000000003,0.0,"[0.018785000000000007, 0.018785000000000007, 0.018785000000000007, 0.018785000000000007]"
v2thym2-C03-s42,C03,C,class_means,True,True,True,0.8,0.01909999999999999,0.03799999999999998,0,False,5,0.318,0.011216666666666668,0.0006168058024691361,7.587755208333341e-05,"[0.011216666666666668, 0.011216666666666668, 0.011216666666666668, 0.031333333333333345]"
v2thym2-C03-s7,C03,C,class_means,True,True,True,0.8,0.01200000000000001,0.02400000000000002,0,False,5,0.318,0.018160000000000006,0.0009917824000000004,3.7380421875000005e-06,"[0.018160000000000006, 0.018160000000000006, 0.018160000000000006, 0.022625000000000006]"
v2thym2-C04-s1,C04,C,class_means,True,True,True,0.8,0.028700000000000003,0.05000000000000002,0,True,5,0.248,0.03341,0.0034835724000000013,1.2309469921874996e-05,"[0.03341, 0.0415125, 0.03341, 0.03341]"
v2thym2-C04-s2026,C04,C,class_means,True,True,True,0.8,0.015000000000000013,0.027000000000000024,0,True,5,0.248,0.030407172827172833,0.0036356815404631343,1.0807718265669152e-05,"[0.030407172827172833, 0.030407172827172833, 0.030407172827172833, 0.03799935064935066]"
v2thym2-C04-s21,C04,C,class_means,True,True,True,0.8,0.0237,0.044999999999999984,0,True,5,0.248,0.07625000000000001,0.005587562500000001,0.0,"[0.07625000000000001, 0.07625000000000001, 0.07625000000000001, 0.07625000000000001]"
v2thym2-C04-s42,C04,C,class_means,False,True,True,0.8,0.02190000000000002,0.039000000000000035,0,False,5,0.248,0.05108333333333334,0.00499176388888889,0.00011875520833333337,"[0.05108333333333334, 0.05108333333333334, 0.05108333333333334, 0.07625000000000001]"
v2thym2-C04-s7,C04,C,class_means,True,True,True,0.7,0.021999999999999995,0.06899999999999998,0,True,5,0.248,0.02779404761904762,0.003060493034297053,5.772991337159867e-06,"[0.02779404761904762, 0.033342857142857146, 0.02779404761904762, 0.02779404761904762]"
v2thym2-C05-s1,C05,C,class_means,True,True,True,0.7,0.02404,0.1634,0,True,5,0.14,0.032286666666666665,0.004077910377777777,1.217815638020831e-05,"[0.032286666666666665, 0.032286666666666665, 0.032286666666666665, 0.040345833333333324]"
v2thym2-C05-s2026,C05,C,class_means,False,True,True,0.7,0.030959999999999994,0.16679999999999998,0,False,5,0.14,0.0800111111111111,0.00639822234567901,0.0,"[0.0800111111111111, 0.0800111111111111, 0.0800111111111111, 0.0800111111111111]"
v2thym2-C05-s21,C05,C,class_means,True,True,True,0.7,0.025939999999999998,0.16059999999999997,0,True,5,0.14,0.053459259259259255,0.005675478628257886,0.0001337410519547324,"[0.053459259259259255, 0.053459259259259255, 0.053459259259259255, 0.08016666666666665]"
v2thym2-C05-s42,C05,C,class_means,True,True,True,0.7,0.026320000000000007,0.16240000000000002,0,True,5,0.14,0.080075,0.0063880056249999975,0.0,"[0.080075, 0.080075, 0.080075, 0.080075]"
v2thym2-C05-s7,C05,C,class_means,True,True,True,0.7,0.023899999999999994,0.16379999999999997,0,True,5,0.14,0.08001666666666665,0.0063973336111111095,0.0,"[0.08001666666666665, 0.08001666666666665, 0.08001666666666665, 0.08001666666666665]"
v2thym2-D00-s1,D00,D,class_means,True,True,True,0.9,0.015700000000000013,0.027000000000000024,0,True,4,0.38,0.019174615384615387,0.0008664130100591717,7.32973084520418e-05,"[0.019174615384615387, 0.0022328205128205147, 0]"
v2thym2-D00-s2026,D00,D,class_means,False,True,True,0.9,0.020899999999999967,0.030999999999999972,0,False,8,0.343,0.01993956855791962,0.0008488546320005074,7.629071926705755e-05,"[0.01993956855791962, 0.0032527580772261605, 0]"
v2thym2-D00-s21,D00,D,class_means,True,True,True,0.9,0.028500000000000025,0.04500000000000004,0,True,4,0.38,0.04600000000000001,0.0005759999999999997,0.0003528888888888891,"[0.04600000000000001, 0.02200000000000002, 0]"
v2thym2-D00-s42,D00,D,class_means,True,True,True,0.9,0.027300000000000026,0.04700000000000004,0,True,4,0.38,0.028666666666666674,0.0008548888888888889,0.0001458765432098766,"[0.028666666666666674, 0.008000000000000007, 0]"
v2thym2-D00-s7,D00,D,class_means,False,True,True,0.9,0.017100000000000014,0.02200000000000002,0,False,25,0.347,0.02142475328947369,0.0008260474138339142,8.317523566362436e-05,"[0.02142475328947369, 0.005233004385964917, 0]"
v2thym2-D01-s1,D01,D,class_means,False,True,True,0.7,0.011899999999999999,0.024999999999999994,0,False,4,0.1,0.10175,0.009850562499999998,0.0,"[0.10175, 0.10175, 0.10175]"
v2thym2-D01-s2026,D01,D,class_means,True,False,True,0.7,0.002499999999999998,0.006999999999999992,0,True,4,0.1,0.06723333333333333,0.008946775555555554,0.0,"[0.06723333333333333, 0.06723333333333333, 0.06723333333333333]"
v2thym2-D01-s21,D01,D,class_means,False,True,True,0.7,0.010799999999999997,0.027999999999999997,0,False,4,0.1,0.20099999999999998,0,0.0,"[0.20099999999999998, 0.20099999999999998, 0.20099999999999998]"
v2thym2-D01-s42,D01,D,class_means,True,True,True,0.7,0.004599999999999998,0.015,0,True,4,0.1,0.10124999999999999,0.009950062499999999,0.0,"[0.10124999999999999, 0.10124999999999999, 0.10124999999999999]"
v2thym2-D01-s7,D01,D,class_means,False,True,True,0.7,0.011699999999999999,0.02099999999999999,0,False,4,0.1,0.10074999999999999,0.010050062499999998,0.0,"[0.10074999999999999, 0.10074999999999999, 0.10074999999999999]"
v2thym2-D02-s1,D02,D,class_means,True,True,True,0.6,0.016399999999999994,0.037599999999999995,0,True,4,0.15,0.037564885699096225,0.004213890677316351,0.0,"[0.037564885699096225, 0.037564885699096225, 0.037564885699096225]"
v2thym2-D02-s2026,D02,D,class_means,True,True,True,0.6,0.013200000000000012,0.029000000000000026,0,True,4,0.15,0.05009135254988913,0.004990878124427444,0.0,"[0.05009135254988913, 0.05009135254988913, 0.05009135254988913]"
v2thym2-D02-s21,D02,D,class_means,True,True,True,0.6,0.014079999999999999,0.028599999999999987,0,True,4,0.15,0.03007019928838744,0.003595791388484941,0.0,"[0.03007019928838744, 0.03007019928838744, 0.03007019928838744]"
v2thym2-D02-s42,D02,D,class_means,False,True,True,0.6,0.015540000000000003,0.03,0,False,4,0.15,0.05009556048834628,0.004990448526284972,0.0,"[0.05009556048834628, 0.05009556048834628, 0.05009556048834628]"
v2thym2-D02-s7,D02,D,class_means,False,True,True,0.6,0.015059999999999999,0.03320000000000001,0,False,4,0.15,0.05007753623188406,0.004992250139676538,0.0,"[0.05007753623188406, 0.05007753623188406, 0.05007753623188406]"
v2thym2-D03-s1,D03,D,class_means,True,True,True,0.8,0.02429999999999999,0.04099999999999998,0,True,4,0.34,0.012331919191919193,0.0005681631729823487,0.0,"[0.012331919191919193, 0.012331919191919193, 0.012331919191919193]"
v2thym2-D03-s2026,D03,D,class_means,True,True,True,0.8,0.033299999999999996,0.059,0,False,3,0.4,0.020944444444444446,0.0007632283950617284,0.0,"[0.020944444444444446, 0.020944444444444446, 0.020944444444444446]"
v2thym2-D03-s21,D03,D,class_means,True,True,True,0.8,0.0394,0.067,0,True,4,0.34,0.020484737484737486,0.0007807287931170714,0.0,"[0.020484737484737486, 0.020484737484737486, 0.020484737484737486]"
v2thym2-D03-s42,D03,D,class_means,False,True,True,0.8,0.03179999999999998,0.04799999999999999,0,False,4,0.34,0.015326206140350877,0.000665260569057306,0.0,"[0.015326206140350877, 0.015326206140350877, 0.015326206140350877]"
v2thym2-D03-s7,D03,D,class_means,True,True,True,0.8,0.01789999999999999,0.03199999999999997,0,True,4,0.34,0.015184191176470588,0.0006694966321096452,0.0,"[0.015184191176470588, 0.015184191176470588, 0.015184191176470588]"
v2thym2-D04-s1,D04,D,class_means,True,True,True,0.9,0.015500000000000002,0.020000000000000004,0,True,4,0.12,0.14500000000000002,0.018496000000000005,0.004400222222222224,"[0.14500000000000002, 0.008999999999999994, 0]"
v2thym2-D04-s2026,D04,D,class_means,True,False,True,0.5,0.002799999999999997,0.006999999999999992,0,True,4,0.12,0.04761111111111112,0.010894469135802472,0.00048565504286694116,"[0.04761111111111112, 0.0009333333333333328, 0.0007916666666666674]"
v2thym2-D04-s21,D04,D,class_means,True,True,True,0.6,0.004700000000000003,0.024000000000000007,0,True,4,0.12,0.058,0.012434700000000003,0.0007022237654320989,"[0.058, 0.0022499999999999985, 0.0013333333333333346]"
v2thym2-D04-s42,D04,D,class_means,True,True,True,0.9,0.009100000000000007,0.016000000000000014,0,True,4,0.12,0.14075000000000001,0.019670062500000005,0.00438676388888889,"[0.14075000000000001, 0.0005000000000000004, 0]"
v2thym2-D04-s7,D04,D,class_means,True,True,True,0.9,0.0077999999999999944,0.016,0,True,4,0.12,0.09483333333333334,0.01733005555555556,0.001962325617283951,"[0.09483333333333334, 0.0017499999999999946, 0]"
