v1_id,v2_id,nearest_center_gap,center_minus_radius_gap,gap_shift,sign_flip,failure_threshold_flip
altv1-sw08-original-s21,altv2-sw08-original-s21,-0.09444444444444444,-0.05555555555555547,0.03888888888888897,0,0
altv1-sw08-original-s42,altv2-sw08-original-s42,-0.07222222222222219,-0.0444444444444444,0.02777777777777779,0,1
altv1-sw08-original-s7,altv2-sw08-original-s7,-0.05555555555555558,-0.033333333333333326,0.022222222222222254,0,1
altv1-sw12-adaptive-s1,altv2-sw12-adaptive-s1,-0.07777777777777783,-0.06666666666666665,0.011111111111111183,0,0
altv1-sw12-adaptive-s2026,altv2-sw12-adaptive-s2026,-0.005555555555555536,0.005555555555555647,0.011111111111111183,1,0
altv1-sw12-adaptive-s21,altv2-sw12-adaptive-s21,-0.0888888888888889,-0.061111111111111116,0.02777777777777779,0,0
altv1-sw12-adaptive-s42,altv2-sw12-adaptive-s42,-0.0888888888888888,-0.07777777777777772,0.011111111111111072,0,0
altv1-sw12-adaptive-s7,altv2-sw12-adaptive-s7,-0.1777777777777777,-0.0888888888888888,0.0888888888888889,0,0
altv1-sw12-original-s1,altv2-sw12-original-s1,-0.04444444444444451,-0.011111111111111183,0.033333333333333326,0,0
altv1-sw12-original-s2026,altv2-sw12-original-s2026,-0.07222222222222219,-0.0444444444444444,0.02777777777777779,0,1
altv1-sw12-original-s21,altv2-sw12-original-s21,-0.06666666666666665,-0.0444444444444444,0.022222222222222254,0,1
altv1-sw12-original-s42,altv2-sw12-original-s42,-0.04999999999999993,-0.03888888888888886,0.011111111111111072,0,0
altv1-sw12-original-s7,altv2-sw12-original-s7,-0.0444444444444444,-0.011111111111111072,0.033333333333333326,0,0
