experiment_id,dataset,seed,n_clients,method,accuracy,accuracy_drop_vs_raw,ciphertext_count_estimate,communication_bytes,m_over_n,n_prototypes,secure_additions_estimate,secure_multiplications_estimate
secure-aggregation-v1-covertype-s42,covertype,42,20,raw,0.67,0.0,33.0,1064000.0,1.0,1400.0,131600.0,131600.0
secure-aggregation-v1-covertype-s2026,covertype,2026,5,granular_ball,0.6016666666666667,0.05666666666666664,13.0,426360.0,0.4007142857142857,561.0,51612.0,51612.0
secure-aggregation-v1-covertype-s2026,covertype,2026,5,kmeans,0.6016666666666667,0.05666666666666664,13.0,426360.0,0.4007142857142857,561.0,51612.0,51612.0
secure-aggregation-v1-covertype-s2026,covertype,2026,5,microcluster,0.6383333333333333,0.020000000000000018,13.0,414960.0,0.39,546.0,50232.0,50232.0
secure-aggregation-v1-covertype-s2026,covertype,2026,5,raw,0.6583333333333333,0.0,32.0,1041600.0,1.0,1400.0,128800.0,128800.0
secure-aggregation-v1-covertype-s2026,covertype,2026,10,granular_ball,0.57,0.08833333333333337,14.0,445360.0,0.4185714285714286,586.0,53912.0,53912.0
secure-aggregation-v1-covertype-s2026,covertype,2026,10,kmeans,0.6383333333333333,0.020000000000000018,14.0,445360.0,0.4185714285714286,586.0,53912.0,53912.0
secure-aggregation-v1-covertype-s2026,covertype,2026,10,microcluster,0.6216666666666667,0.036666666666666625,13.0,430160.0,0.4042857142857143,566.0,52072.0,52072.0
secure-aggregation-v1-covertype-s2026,covertype,2026,10,raw,0.6583333333333333,0.0,32.0,1041600.0,1.0,1400.0,128800.0,128800.0
secure-aggregation-v1-covertype-s2026,covertype,2026,20,granular_ball,0.5733333333333334,0.08499999999999996,12.0,397480.0,0.37357142857142855,523.0,48116.0,48116.0
secure-aggregation-v1-covertype-s2026,covertype,2026,20,kmeans,0.605,0.053333333333333344,12.0,397480.0,0.37357142857142855,523.0,48116.0,48116.0
secure-aggregation-v1-covertype-s2026,covertype,2026,20,microcluster,0.6216666666666667,0.036666666666666625,12.0,385320.0,0.36214285714285716,507.0,46644.0,46644.0
secure-aggregation-v1-covertype-s2026,covertype,2026,20,raw,0.6583333333333333,0.0,32.0,1041600.0,1.0,1400.0,128800.0,128800.0
