experiment_id,dataset,seed,method,n_groups,purity_threshold,variant,attribute_accuracy,attribute_auc,attribute_macro_f1,ball_size_attack_spearman,compression_ratio,distribution_wasserstein,membership_accuracy,membership_pr_auc,membership_roc_auc,purity_attack_spearman,radius_attack_spearman,reconstruction_mse,reconstruction_nn_distance,utility_accuracy,utility_macro_f1
privacy-anti-gb-v1-adult-s21,adult,21,hierarchical_complete,302,0.95,matched_full,0.978,0.9729663817663817,0.9748071602631049,-0.5295433437566197,0.302,0.021910055592561005,0.5415,0.7982128779786907,0.833623,0.2517658036369767,-0.5448648000189208,0.016443331813877422,1.1538067933563922,0.782,0.686464469808542
privacy-anti-gb-v1-adult-s21,adult,21,kmeans,302,0.95,R4_center_radius_count,0.955,0.9498165242165243,0.948594399531181,-0.5247680693789489,0.302,0.02163837888655885,0.546,0.7627425558076454,0.7584289999999999,0.2705278489114142,-0.5298057302524857,0.017543074436488563,1.1546585435080792,0.81,0.7156642084091562
privacy-anti-gb-v1-adult-s21,adult,21,kmeans_tuned,302,0.95,matched_full,0.957,0.9428945868945868,0.9501367759830882,-0.5360953079774599,0.302,0.021191120466626558,0.5465,0.7855015711611458,0.8014075,0.2743290051529012,-0.5169146794621591,0.017292551978204142,1.146163114977963,0.806,0.7244568675574947
privacy-anti-gb-v1-adult-s21,adult,21,knn_local_prototypes,302,0.95,matched_full,0.927,0.9174108262108263,0.9170068816074743,-0.5801089456252659,0.302,0.024773157579994116,0.5595,0.783655732641739,0.802903,0.30153065242279814,-0.5731557134705664,0.01914573628225963,1.215636275195829,0.799,0.7027678084227618
privacy-anti-gb-v1-adult-s21,adult,21,oracle_supervised,302,0.95,matched_full,0.947,0.9389287749287748,0.9395528507673936,-0.5057982445975694,0.302,0.02346606625249563,0.5445,0.7509785444710912,0.7285710000000001,,-0.5134209913604587,0.018503490971333882,1.1951430156213942,0.764,0.6886280635832049
privacy-anti-gb-v1-adult-s21,adult,21,random,302,0.95,matched_full,0.655,0.7554210826210827,0.649344273791991,0.038638732486373166,0.302,0.11644040618349084,0.52,0.5302806284073264,0.530984,0.7356906454470741,-0.10211788396963813,0.16081232143823943,3.7286043545584153,0.686,0.6349363580134957
privacy-anti-gb-v1-adult-s21,adult,21,tree,120,0.95,matched_full,0.704,0.7645834757834757,0.6966168681021335,-0.2230717766492062,0.12,0.11099579191190204,0.57,0.6307020947147379,0.5942829999999999,-0.15630348029593794,-0.30769230769230765,0.2151555689808142,4.121320358387489,0.605,0.5967540230166678
privacy-anti-gb-v1-adult-s42,adult,42,granular_ball,160,0.8,R8_center_radius_count_purity,0.703,0.6300307692307692,0.6352422323175382,-0.01779332498593873,0.16,0.0785634172335347,0.525,0.6253117076140803,0.632193,0.011076091258524344,-0.023604869230163233,0.06236636888285642,2.2367303287326363,0.803,0.681904568141047
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical,160,0.8,matched_full,0.939,0.9323396011396011,0.9309735334421915,-0.2009172638269675,0.16,0.03211634518347922,0.502,0.6937321367962183,0.7470785,-0.04179479954151933,-0.14203268199516353,0.024944269432623553,1.4912469897329161,0.782,0.6968432763176192
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical_average,160,0.8,matched_full,0.898,0.9022222222222223,0.8839453132111195,-0.44331380662698666,0.16,0.043982114623322306,0.531,0.6413243802409447,0.637715,0.22543295753076786,-0.4463882936987508,0.03170065217818042,1.6395769732362482,0.805,0.7024858451919425
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical_complete,160,0.8,matched_full,0.928,0.9363350427350426,0.9196711873937317,-0.5708857766807418,0.16,0.035132630271738706,0.5125,0.6734924330106407,0.7294734999999999,0.15119669686269407,-0.5212700629013367,0.026264061404594603,1.5307161595604748,0.802,0.717902103481487
privacy-anti-gb-v1-adult-s42,adult,42,kmeans,160,0.8,R4_center_radius_count,0.936,0.9298803418803419,0.9269486448973628,-0.35011040574296853,0.16,0.032640639186580264,0.508,0.6826093670696893,0.7100875000000001,0.11171696337098419,-0.38374082814798244,0.026316647388491654,1.504089826037176,0.792,0.7262797736544282
privacy-anti-gb-v1-adult-s42,adult,42,kmeans_tuned,160,0.8,matched_full,0.925,0.9197150997150998,0.9151313935764649,-0.18899854424939672,0.16,0.0327309772843487,0.5085,0.63525200635081,0.6269115000000001,0.08093124982861453,-0.26155644500224523,0.026413560174843694,1.5020855034105474,0.798,0.7239215171742683
privacy-anti-gb-v1-adult-s42,adult,42,knn_local_prototypes,160,0.8,matched_full,0.869,0.8593754985754986,0.8501101290082669,-0.3532148773576974,0.16,0.03825515396572168,0.521,0.6599796706614967,0.6853354999999999,0.21048570064436314,-0.37328411947714907,0.03025597961191959,1.6178604431437678,0.789,0.7167690190946006
privacy-anti-gb-v1-adult-s42,adult,42,oracle_supervised,160,0.8,matched_full,0.92,0.9152364672364671,0.9095431931252826,-0.3339098956477179,0.16,0.03600287745958721,0.5105,0.6490596195811698,0.6422635,,-0.3372360616455801,0.02834728202644653,1.562482394461917,0.772,0.7087542345601423
privacy-anti-gb-v1-adult-s42,adult,42,random,160,0.8,matched_full,0.568,0.6890051282051283,0.5666409861325116,0.02924774008059353,0.16,0.12556028426815613,0.5045,0.510707906054361,0.5095529999999999,0.8698730348511966,-0.254973886328725,0.14417636452371338,3.614861195685684,0.752,0.4292237442922374
privacy-anti-gb-v1-adult-s42,adult,42,tree,126,0.8,matched_full,0.719,0.7660695156695156,0.7092635262299136,-0.26140128751789865,0.126,0.07664574487036574,0.5865,0.6381717574823742,0.61199,-0.19534330180424628,-0.3513894571203776,0.07548057697114395,2.5311889369554033,0.719,0.6670517491631862
privacy-anti-gb-v1-adult-s42,adult,42,granular_ball,255,0.9,R8_center_radius_count_purity,0.704,0.6204991452991454,0.6245560629122273,-0.18934326876922786,0.255,0.07446722139606594,0.5445,0.6873319225749865,0.6814104999999999,0.08408388991179983,-0.14637843119075525,0.05821655667085064,2.0669176862343472,0.799,0.6602887714453276
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical,255,0.9,matched_full,0.959,0.949802849002849,0.9529340997039439,-0.27063192719322204,0.255,0.023167580221328515,0.518,0.7129676718281206,0.7148265,0.11331777141335851,-0.2313516233882946,0.018008341667695927,1.2332814269189138,0.796,0.7084448103176236
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical_average,255,0.9,matched_full,0.925,0.926728205128205,0.9153910456651448,-0.45232746462593193,0.255,0.03005525043875798,0.556,0.7327576046584824,0.7520465000000001,0.28075016608003994,-0.44615455391107145,0.02222242794029592,1.3210517361178913,0.79,0.6778647031753336
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical_complete,255,0.9,matched_full,0.957,0.9573264957264956,0.9510361546756487,-0.4150286009534229,0.255,0.025327210206630615,0.533,0.6896173048796377,0.689987,0.2015261420606984,-0.4188706796633743,0.018737457836315148,1.2571507381597207,0.783,0.6932077322961776
privacy-anti-gb-v1-adult-s42,adult,42,kmeans,255,0.9,R4_center_radius_count,0.948,0.9437834757834758,0.9412030755314338,-0.46253852737913365,0.255,0.024604236780451507,0.533,0.7188962964529861,0.713434,0.26363539505859146,-0.38708811502371565,0.019517453589038832,1.2476719314939044,0.78,0.6913164511494253
privacy-anti-gb-v1-adult-s42,adult,42,kmeans_tuned,255,0.9,matched_full,0.957,0.9541401709401709,0.9514167661869731,-0.32593573958158234,0.255,0.02379966280356224,0.528,0.7562593145255108,0.781102,0.21518121560722922,-0.36149348281828636,0.019363971393133558,1.2478089908588312,0.785,0.6987846310111729
privacy-anti-gb-v1-adult-s42,adult,42,knn_local_prototypes,255,0.9,matched_full,0.928,0.9191430199430201,0.9171419496499247,-0.40162401787449215,0.255,0.026931266921923828,0.542,0.7033176368426017,0.6877535,0.17198228455925127,-0.38555856380177367,0.02145719707832284,1.3175889446240534,0.783,0.7054955613973897
privacy-anti-gb-v1-adult-s42,adult,42,oracle_supervised,255,0.9,matched_full,0.952,0.9457207977207978,0.9453860297464092,-0.27395636976823395,0.255,0.026327250341483543,0.5275,0.7000082067585847,0.6858069999999999,,-0.23716417604068382,0.02070430437285264,1.2959171842612536,0.757,0.6521609678799998
privacy-anti-gb-v1-adult-s42,adult,42,random,255,0.9,matched_full,0.744,0.779614814814815,0.7215405767590803,-0.10747083103606302,0.255,0.13587610279613904,0.5005,0.49766187987800703,0.49075399999999997,0.58057302166636,-0.1217406969367055,0.24549620263217498,4.757066218003688,0.569,0.5122884084194184
privacy-anti-gb-v1-adult-s42,adult,42,tree,126,0.9,matched_full,0.719,0.7660695156695156,0.7092635262299136,-0.26140128751789865,0.126,0.07664574487036574,0.5865,0.6381717574823742,0.61199,-0.19534330180424628,-0.3513894571203776,0.07548057697114395,2.5311889369554033,0.719,0.6670517491631862
privacy-anti-gb-v1-adult-s42,adult,42,granular_ball,319,0.95,R8_center_radius_count_purity,0.819,0.8203874643874645,0.7942225420678475,-0.3707060993392326,0.319,0.04260775293935174,0.5545,0.7435166254816878,0.7538225,0.16031238339534107,-0.3235116494935044,0.03613657991004197,1.570417622945685,0.807,0.694403144005789
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical,319,0.95,matched_full,0.969,0.9618643874643876,0.964529877856918,-0.3914890127802322,0.319,0.01889721028481846,0.532,0.7727643180146908,0.7707529999999999,0.14373419887948982,-0.3221848197934537,0.014365596072016961,1.0831722011945932,0.796,0.7146230506236326
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical_average,319,0.95,matched_full,0.942,0.9403213675213674,0.934008119276911,-0.5007157983651097,0.319,0.022678434598411377,0.5755,0.7830574804032209,0.7966455,0.3060543315031345,-0.5001897174049676,0.017146689850767116,1.1248675653249007,0.776,0.6798609681919006
privacy-anti-gb-v1-adult-s42,adult,42,hierarchical_complete,319,0.95,matched_full,0.964,0.968496866096866,0.9592315602081909,-0.40813154607227675,0.319,0.020214453463394327,0.548,0.718988674295757,0.7122655,0.2146538148418592,-0.3952676781626846,0.015080888168190547,1.1008248753732701,0.79,0.707968293700459
privacy-anti-gb-v1-adult-s42,adult,42,kmeans,319,0.95,R4_center_radius_count,0.96,0.9575384615384614,0.9548408365283441,-0.43185687827089353,0.319,0.01975170415738999,0.5555,0.7488963385669889,0.762362,0.21597958085626126,-0.4487881036682711,0.0158270524759669,1.0892458554537607,0.784,0.7164818548387097
privacy-anti-gb-v1-adult-s42,adult,42,kmeans_tuned,319,0.95,matched_full,0.954,0.9464182336182336,0.9476616118403087,-0.47254446176594295,0.319,0.019299687214935,0.5515,0.7763885074669195,0.7587399999999999,0.21788195909641728,-0.45236566703172615,0.01564339118353703,1.086535810812697,0.764,0.6801543932691474
privacy-anti-gb-v1-adult-s42,adult,42,knn_local_prototypes,319,0.95,matched_full,0.945,0.9314643874643875,0.9365463932393067,-0.05791639823363483,0.319,0.022546798917753384,0.6035,0.7447262099616719,0.7536915,0.09558829070708313,-0.09398785346646917,0.01755942581995681,1.1550880780304051,0.772,0.704477936944924
privacy-anti-gb-v1-adult-s42,adult,42,oracle_supervised,319,0.95,matched_full,0.96,0.9525720797720798,0.9542691989335577,-0.4417223588217681,0.319,0.020950503501323343,0.553,0.784497668028485,0.7948145,,-0.43348859254819855,0.016776166382056795,1.1290430456681342,0.763,0.6774522813106052
privacy-anti-gb-v1-adult-s42,adult,42,random,319,0.95,matched_full,0.669,0.7894632478632477,0.665985519311789,-0.2886021441115477,0.319,0.1356702745093998,0.5435,0.5638773084808617,0.5621560000000001,0.21562122142641307,-0.32422890779205277,0.2551293029537181,4.8521079367211,0.596,0.5662238714304735
privacy-anti-gb-v1-adult-s42,adult,42,tree,126,0.95,matched_full,0.719,0.7660695156695156,0.7092635262299136,-0.26140128751789865,0.126,0.07664574487036574,0.5865,0.6381717574823742,0.61199,-0.19534330180424628,-0.3513894571203776,0.07548057697114395,2.5311889369554033,0.719,0.6670517491631862
privacy-anti-gb-v1-adult-s2026,adult,2026,granular_ball,187,0.8,R8_center_radius_count_purity,0.681,0.5903977207977209,0.5995475766351703,-0.15119717064337307,0.187,0.07753589286268932,0.539,0.650605354539327,0.6518584999999999,0.12402395829538387,-0.1405089869214796,0.061671353874031894,2.1579701675969227,0.792,0.6809326583831876
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical,187,0.8,matched_full,0.953,0.9464410256410256,0.9461349537161725,-0.5156031296154898,0.187,0.030293358748621414,0.504,0.721908739903105,0.7821849999999999,0.17288227244491156,-0.2969530386845353,0.02368397640849367,1.432693012909244,0.788,0.7025413074712643
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical_average,187,0.8,matched_full,0.889,0.8887019943019943,0.8745874662035819,-0.5218315429404202,0.187,0.0395066815769564,0.5335,0.6727087949958228,0.6957720000000001,0.24019164406716748,-0.5191866438398672,0.028703912480795565,1.543653759427851,0.788,0.6988910099081902
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical_complete,187,0.8,matched_full,0.937,0.9201527065527065,0.926562385253727,-0.42458991264418144,0.187,0.03378055039944629,0.516,0.6712591425469844,0.6830455,0.2630163118364031,-0.417489242873903,0.025340836095223265,1.4833681329017343,0.79,0.6940559440559441
privacy-anti-gb-v1-adult-s2026,adult,2026,kmeans,187,0.8,R4_center_radius_count,0.93,0.9262700854700855,0.9208502939846224,-0.2967299487578365,0.187,0.031126448330492138,0.5145,0.666161874562149,0.6952185,0.10768608915296271,-0.26411473717932127,0.025132407105668515,1.453247934694758,0.789,0.6619841052430911
privacy-anti-gb-v1-adult-s2026,adult,2026,kmeans_tuned,187,0.8,matched_full,0.915,0.9057390313390312,0.902424353044762,-0.3674864405621137,0.187,0.031172842532286957,0.5115,0.7049605634798788,0.737308,0.1708903954852288,-0.37538081321132843,0.024864719570088612,1.4477415487813878,0.814,0.7341702682307745
privacy-anti-gb-v1-adult-s2026,adult,2026,knn_local_prototypes,187,0.8,matched_full,0.882,0.8809914529914531,0.8644301470588236,-0.4850512243581701,0.187,0.036350277065796945,0.526,0.6452575888044898,0.6336080000000001,0.25914952358340027,-0.48824829514420853,0.02874115969093928,1.5551671991979257,0.794,0.7118252373944525
privacy-anti-gb-v1-adult-s2026,adult,2026,oracle_supervised,187,0.8,matched_full,0.924,0.9134769230769231,0.9123923347903872,-0.14344221596681928,0.187,0.03340035886456084,0.511,0.6513339638227864,0.6794855000000001,,-0.21262810116798084,0.02640983410496947,1.4973439714330374,0.74,0.6843127731908694
privacy-anti-gb-v1-adult-s2026,adult,2026,random,187,0.8,matched_full,0.578,0.672305413105413,0.5743977021510062,-0.1253052523426653,0.187,0.1349355288439349,0.5025,0.5198572813880682,0.514978,0.1359646678740407,-0.022834881630206774,0.18839045643950889,4.067859303874123,0.616,0.4766567086068165
privacy-anti-gb-v1-adult-s2026,adult,2026,tree,132,0.8,matched_full,0.721,0.7848319088319088,0.707999861849397,-0.3142143191387462,0.132,0.17065085325858334,0.5585,0.6078815586360031,0.581793,-0.20272740543672968,-0.14620188971334008,0.36648723827324625,5.644065539361673,0.39,0.3835868374569016
privacy-anti-gb-v1-adult-s2026,adult,2026,granular_ball,241,0.9,R8_center_radius_count_purity,0.677,0.58302905982906,0.5898303319834561,-0.22588976022707186,0.241,0.07506314048118455,0.554,0.6929821508548903,0.6922675,0.1529195822469759,-0.21528303201259885,0.05885511797011837,2.061340533436394,0.781,0.6463812204207579
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical,241,0.9,matched_full,0.962,0.9626529914529914,0.9570330167345092,-0.40940994943168924,0.241,0.025168234546154418,0.5125,0.7576181898907212,0.8056255,0.1695627956011712,-0.37030882611479266,0.01955447073921135,1.291289125291152,0.783,0.6874059156629804
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical_average,241,0.9,matched_full,0.912,0.8950245014245015,0.8988970588235294,-0.557851804888239,0.241,0.031173033058872514,0.551,0.7197255179922485,0.7439644999999999,0.31545459334581305,-0.5566418524544487,0.023316037708130764,1.3587457162991594,0.785,0.6841834673717455
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical_complete,241,0.9,matched_full,0.945,0.9361071225071225,0.9366528032286339,-0.6702776095031592,0.241,0.02802435810276711,0.5255,0.7447691504378482,0.7908465,0.33116241548377784,-0.5710172668869383,0.02084062267924959,1.3312753931121935,0.778,0.6765734265734266
privacy-anti-gb-v1-adult-s2026,adult,2026,kmeans,241,0.9,R4_center_radius_count,0.941,0.9349925925925926,0.9327097772693628,-0.4463034451506103,0.241,0.026546877966164065,0.522,0.7105852493894969,0.7177925,0.21422071421724778,-0.4620925277029478,0.020924614903480455,1.3046303581850816,0.776,0.6818471048086538
privacy-anti-gb-v1-adult-s2026,adult,2026,kmeans_tuned,241,0.9,matched_full,0.941,0.9349925925925926,0.9327097772693628,-0.4471416548056322,0.241,0.026546877966164065,0.522,0.7108856372716233,0.7180775,0.21760561831971714,-0.4624647710606427,0.020924614903480455,1.3046303581850816,0.776,0.6818471048086538
privacy-anti-gb-v1-adult-s2026,adult,2026,knn_local_prototypes,241,0.9,matched_full,0.913,0.9175247863247864,0.9012457788245978,-0.5582827649369212,0.241,0.0300528926370436,0.538,0.726979673727919,0.7586029999999999,0.3193647589203203,-0.5187501610219529,0.02358879904393622,1.3851790146462255,0.796,0.7154716475865301
privacy-anti-gb-v1-adult-s2026,adult,2026,oracle_supervised,241,0.9,matched_full,0.942,0.9377868945868947,0.9337972094382351,-0.4195104944044625,0.241,0.028002543220350742,0.521,0.6837854651376256,0.6806875,,-0.38493443884322565,0.022330292826767965,1.3556651570693603,0.753,0.7010087022204039
privacy-anti-gb-v1-adult-s2026,adult,2026,random,241,0.9,matched_full,0.699,0.7406062678062679,0.6804396131726826,0.17418862538139407,0.241,0.15311690645954756,0.511,0.5383901077468306,0.5270429999999999,0.4434768286874677,-0.012210253402882804,0.2513801209232115,4.766059474766118,0.765,0.584599421267449
privacy-anti-gb-v1-adult-s2026,adult,2026,tree,132,0.9,matched_full,0.721,0.7848319088319088,0.707999861849397,-0.3142143191387462,0.132,0.17065085325858334,0.5585,0.6078815586360031,0.581793,-0.20272740543672968,-0.14620188971334008,0.36648723827324625,5.644065539361673,0.39,0.3835868374569016
privacy-anti-gb-v1-adult-s2026,adult,2026,granular_ball,344,0.95,R8_center_radius_count_purity,0.851,0.8533128205128205,0.8390008979211666,-0.40501338392637376,0.344,0.038159929948331665,0.569,0.7812788890435726,0.7930205,0.2279044719324117,-0.40392132955089427,0.031207743830816637,1.434874784178701,0.789,0.6745589965928949
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical,344,0.95,matched_full,0.978,0.9783111111111112,0.975085953460561,-0.5659465824557989,0.344,0.018114682943231434,0.5985,0.8000245460392668,0.7746865000000001,0.3056710921778045,-0.4384560524926264,0.01377025984865396,1.0524069435939187,0.775,0.6705859616913434
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical_average,344,0.95,matched_full,0.95,0.9453264957264957,0.9425551470588236,-0.656455615778808,0.344,0.02081232748209934,0.5825,0.7921128774423521,0.8172135,0.26702481969292363,-0.6555113123586604,0.015777787439309,1.0701282965484298,0.78,0.6835879970544918
privacy-anti-gb-v1-adult-s2026,adult,2026,hierarchical_complete,344,0.95,matched_full,0.971,0.9677743589743589,0.9670819262748659,-0.5794405924162604,0.344,0.018648087493592258,0.5505,0.8169140905675775,0.8551565000000001,0.24754909269738337,-0.5580673979765712,0.014173345101188986,1.0592384367752825,0.78,0.6815581648486533
privacy-anti-gb-v1-adult-s2026,adult,2026,kmeans,344,0.95,R4_center_radius_count,0.957,0.9496820512820513,0.9508790928853507,-0.6251919787870676,0.344,0.018727883073981422,0.5605,0.8025995431245714,0.8135209999999999,0.27587681164847005,-0.5888887106900998,0.015025206226870954,1.0554602086194358,0.788,0.6950938880706923
privacy-anti-gb-v1-adult-s2026,adult,2026,kmeans_tuned,344,0.95,matched_full,0.957,0.9496820512820513,0.9508790928853507,-0.5985195157679724,0.344,0.018727883073981422,0.5605,0.8130727491648969,0.82813,0.32570974757946747,-0.6208081618116529,0.015025206226870954,1.0554602086194358,0.788,0.6950938880706923
privacy-anti-gb-v1-adult-s2026,adult,2026,knn_local_prototypes,344,0.95,matched_full,0.947,0.9515646723646725,0.9401183397188273,-0.6075573917341951,0.344,0.020854666518233055,0.569,0.7772793803510748,0.7671065,0.28402606708900174,-0.5941035334796965,0.016651574992256297,1.1144000595941397,0.794,0.7100861860289689
privacy-anti-gb-v1-adult-s2026,adult,2026,oracle_supervised,344,0.95,matched_full,0.954,0.946805698005698,0.9474943385199796,-0.5284310049925234,0.344,0.02067252789274732,0.556,0.789633961661831,0.8003615,,-0.5191361117641382,0.01605013379064398,1.0988625145119595,0.751,0.671048720458788
privacy-anti-gb-v1-adult-s2026,adult,2026,random,344,0.95,matched_full,0.625,0.7608911680911681,0.6243685635553365,-0.1501752619196471,0.344,0.13346724668032783,0.5405,0.5704910692926941,0.568638,0.4397611109737003,0.21013200555812878,0.32178449978902696,5.393125768139533,0.625,0.5651463021780953
privacy-anti-gb-v1-adult-s2026,adult,2026,tree,132,0.95,matched_full,0.721,0.7848319088319088,0.707999861849397,-0.3142143191387462,0.132,0.17065085325858334,0.5585,0.6078815586360031,0.581793,-0.20272740543672968,-0.14620188971334008,0.36648723827324625,5.644065539361673,0.39,0.3835868374569016
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,1,0.8,R8_center_radius_count_purity,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,hierarchical,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,hierarchical_average,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,hierarchical_complete,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,kmeans,1,0.8,R4_center_radius_count,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017836459005264,0.48866899999999996,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,kmeans_tuned,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,knn_local_prototypes,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,oracle_supervised,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,random,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,tree,1,0.8,matched_full,0.885,0.5,0.46949602122015915,,0.001,0.2669390603741117,0.4935,0.5017829684050177,0.488667,,,0.2538456488640799,3.2212969922118306,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,61,0.9,R8_center_radius_count_purity,0.879,0.5701351019405552,0.5768860914415596,0.060108211961698695,0.061,0.20470970864591323,0.51,0.5544976655831579,0.552938,0.0021758444155923233,0.0637320030317949,0.17341035816752726,2.7083120171593684,0.881,0.5273557740045676
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,hierarchical,61,0.9,matched_full,0.888,0.6597494473102431,0.68324358568261,-0.5272623137833933,0.061,0.10396391239471647,0.586,0.6360270652933586,0.638278,-0.2588133775757899,0.11689736777023405,0.08496973696296682,1.970224192956882,0.861,0.5938985447544255
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,hierarchical_average,61,0.9,matched_full,0.695,0.6940260378285432,0.5789473684210527,-0.45747078219592757,0.061,0.16743112760157985,0.5105,0.5647593911459778,0.5634129999999999,0.22913947384167135,-0.45252298467625485,0.1146467468375933,2.310876671613934,0.884,0.5360816496296652
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,hierarchical_complete,61,0.9,matched_full,0.831,0.6338295259150086,0.6370578924875279,-0.6746882957171939,0.061,0.1276689332716007,0.557,0.6124732318159336,0.613764,0.10197200880904832,-0.2404742404301223,0.09167055376306016,2.083867824903404,0.884,0.5919573384362117
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,kmeans,61,0.9,R4_center_radius_count,0.878,0.7011790714812085,0.6909170137516594,-0.6385739864869557,0.061,0.10697030264264881,0.606,0.647368195583947,0.6678819999999999,0.18872090188318238,-0.048975274790138926,0.0844088042740351,1.9647961540475927,0.863,0.5754189251590629
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,kmeans_tuned,61,0.9,matched_full,0.878,0.7011790714812085,0.6909170137516594,-0.6190330982327212,0.061,0.10697030264264881,0.5965,0.6484452235947196,0.666948,-0.0030563204127565277,-0.00936136461971338,0.0844088042740351,1.9647961540475927,0.863,0.5754189251590629
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,knn_local_prototypes,61,0.9,matched_full,0.733,0.6905870793416851,0.5983506804721711,-0.003998389881310582,0.061,0.1293016208453002,0.522,0.551762543165635,0.5543575000000001,-0.23639014745570536,0.14259248013783382,0.10031424280324368,2.1693318124286,0.871,0.5875418453185999
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,oracle_supervised,61,0.9,matched_full,0.871,0.6683468435273888,0.6744652018441926,-0.6811568559939025,0.061,0.11637756133742579,0.59,0.628354264402366,0.628354,,-0.11092304011332439,0.0924536277828169,2.054949340611176,0.697,0.575496479983188
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,random,61,0.9,matched_full,0.385,0.5373028739867355,0.35158797685959825,-0.07464941782004215,0.061,0.2430349262410138,0.4955,0.49384382549221245,0.491614,-0.6631096651280093,0.42139483189774946,0.24029951834228336,3.1906340738902115,0.883,0.4689325544344132
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,tree,56,0.9,matched_full,0.569,0.6395725865880618,0.47722026735756073,0.10270666131089903,0.056,0.16363404065554296,0.5275,0.5515352690704022,0.538945,0.6762659439891343,0.11729323308270678,0.18063999867556413,2.757200599768569,0.81,0.6031049724680186
privacy-anti-gb-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,204,0.95,R8_center_radius_count_purity,0.696,0.7754360108081552,0.5797180793116224,0.06511056702938109,0.204,0.10794282369856839,0.529,0.6490239825217776,0.6604285,-0.03377920013414294,0.13382146398039335,0.08181182471766694,1.8290966608485841,0.885,0.6201800016513913
