experiment_id,dataset,seed,method,variant,n_groups,attribute_accuracy,attribute_auc,attribute_macro_f1,ball_size_attack_spearman,compression_ratio,distribution_wasserstein,membership_accuracy,membership_pr_auc,membership_roc_auc,purity_attack_spearman,radius_attack_spearman,reconstruction_mse,reconstruction_nn_distance,utility_accuracy,utility_macro_f1
privacy-leakage-v1-adult-s7,adult,7,granular_ball,R5_center,238,0.683,0.5554324786324786,0.5374146880321737,-0.5856990254485516,0.238,0.047863017768887774,0.6325,0.7053248213907852,0.662005,0.2018416754471956,-0.5811965040753129,0.04312454693822851,1.7379648164924733,0.787,0.685022602955464
privacy-leakage-v1-adult-s7,adult,7,granular_ball,R6_center_radius,238,0.683,0.5554324786324786,0.5374146880321737,-0.2773068287036485,0.238,0.0679547088789919,0.55,0.6883920435989742,0.6886469999999999,0.1506688846851083,-0.27336032740805144,0.05341660873548732,1.975392624941309,0.805,0.6786796535013206
privacy-leakage-v1-adult-s7,adult,7,granular_ball,R7_center_radius_count,238,0.683,0.5554324786324786,0.5374146880321737,-0.2773068287036485,0.238,0.0679547088789919,0.55,0.6883920435989742,0.6886469999999999,0.1506688846851083,-0.27336032740805144,0.05341660873548732,1.975392624941309,0.805,0.6786796535013206
privacy-leakage-v1-adult-s7,adult,7,granular_ball,R8_center_radius_count_purity,238,0.683,0.5554324786324786,0.5374146880321737,-0.2773068287036485,0.238,0.0679547088789919,0.55,0.6883920435989742,0.6886469999999999,0.1506688846851083,-0.27336032740805144,0.05341660873548732,1.975392624941309,0.805,0.6786796535013206
privacy-leakage-v1-adult-s7,adult,7,hierarchical,matched_full,238,0.97,0.968291737891738,0.9660263001734923,-0.12888195147340384,0.238,0.025065283345850557,0.574,0.7651911735543075,0.7876845,0.060774974297426974,0.01657090385280546,0.019339164345009957,1.2922432468261231,0.797,0.6822161587604239
privacy-leakage-v1-adult-s7,adult,7,kmeans,R1_center,238,0.945,0.9501994301994302,0.9385045422781272,-0.9048067600579743,0.238,0.025916062652779046,0.762,0.8404743783838664,0.850795,0.35621625992191686,-0.7522704340405004,0.020478685715124477,1.3009612392447707,0.805,0.7066606093336081
privacy-leakage-v1-adult-s7,adult,7,kmeans,R2_center_count,238,0.945,0.9501994301994302,0.9385045422781272,-0.8665459888923837,0.238,0.025916062652779046,0.763,0.8386275256677516,0.852248,0.33616895468948904,-0.7512983621239475,0.020478685715124477,1.3009612392447707,0.805,0.7066606093336081
privacy-leakage-v1-adult-s7,adult,7,kmeans,R3_center_radius,238,0.945,0.9501994301994302,0.9385045422781272,-0.5694538865925305,0.238,0.026268598290850015,0.524,0.7723961175355972,0.800473,0.22108871121767248,-0.6555295763666411,0.020957014292664375,1.3141799827910077,0.796,0.6859296482412061
privacy-leakage-v1-adult-s7,adult,7,kmeans,R4_center_radius_count,238,0.945,0.9501994301994302,0.9385045422781272,-0.5873902369311248,0.238,0.026268598290850015,0.524,0.7726288730441967,0.8006685,0.22983715490372905,-0.6572436822257184,0.020957014292664375,1.3141799827910077,0.796,0.6859296482412061
privacy-leakage-v1-adult-s7,adult,7,random,matched_full,238,0.687,0.7047270655270655,0.6613928329952671,0.20031876436550425,0.238,0.13744535487453519,0.505,0.49837504072777816,0.496734,-0.04083055332999326,-0.18349476325576677,0.20762403605247473,4.357532201177852,0.649,0.6119484499496417
privacy-leakage-v1-adult-s7,adult,7,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.9895,0.9995936716871378,0.999611,,,0.0,0.0,0.777,0.703847721951524
privacy-leakage-v1-adult-s7,adult,7,tree,matched_full,116,0.718,0.7742290598290599,0.7022489705416535,-0.5001739577065406,0.116,0.07406644936451773,0.5645,0.6058884501218089,0.574853,-0.3974521704845997,-0.45003758499333724,0.07696943164282931,2.557213857819508,0.763,0.712531794347429
privacy-leakage-v1-adult-s21,adult,21,granular_ball,R5_center,246,0.727,0.7168774928774929,0.6929517236880435,-0.5801364739629832,0.246,0.04478860783999505,0.643,0.7105240916985877,0.66443,0.21012833419613175,-0.5344209087015037,0.041542192939427236,1.6961687071844145,0.767,0.6764603372310837
