experiment_id,dataset,seed,method,variant,n_groups,attribute_accuracy,attribute_auc,attribute_macro_f1,ball_size_attack_spearman,compression_ratio,distribution_wasserstein,membership_accuracy,membership_pr_auc,membership_roc_auc,purity_attack_spearman,radius_attack_spearman,reconstruction_mse,reconstruction_nn_distance,utility_accuracy,utility_macro_f1
privacy-leakage-v1-adult-s21,adult,21,granular_ball,R6_center_radius,246,0.727,0.7168774928774929,0.6929517236880435,-0.11058801776836677,0.246,0.0655827042438904,0.55,0.6807006238609695,0.6762944999999999,0.08370222615011821,-0.09615145073660726,0.0514779564973747,1.9478420576012614,0.8,0.6814779423475076
privacy-leakage-v1-adult-s21,adult,21,granular_ball,R7_center_radius_count,246,0.727,0.7168774928774929,0.6929517236880435,-0.11058801776836677,0.246,0.0655827042438904,0.55,0.6807006238609695,0.6762944999999999,0.08370222615011821,-0.09615145073660726,0.0514779564973747,1.9478420576012614,0.8,0.6814779423475076
privacy-leakage-v1-adult-s21,adult,21,granular_ball,R8_center_radius_count_purity,246,0.727,0.7168774928774929,0.6929517236880435,-0.11058801776836677,0.246,0.0655827042438904,0.55,0.6807006238609695,0.6762944999999999,0.08370222615011821,-0.09615145073660726,0.0514779564973747,1.9478420576012614,0.8,0.6814779423475076
privacy-leakage-v1-adult-s21,adult,21,hierarchical,matched_full,246,0.968,0.9619327635327635,0.9633558694736071,-0.48853241010145876,0.246,0.025006418268116132,0.5295,0.6724528664434786,0.65351,0.2795945009066936,-0.4537161452146934,0.019186506585099246,1.2733725037795014,0.794,0.7027777296835593
privacy-leakage-v1-adult-s21,adult,21,kmeans,R1_center,246,0.949,0.9453082621082621,0.9421095944833848,-0.9366737990911095,0.246,0.025678995188592162,0.7385,0.8302102592515705,0.831684,0.3611143994255938,-0.7863471806134144,0.02046731633099217,1.2820010957235397,0.803,0.7197624382090402
privacy-leakage-v1-adult-s21,adult,21,kmeans,R2_center_count,246,0.949,0.9453082621082621,0.9421095944833848,-0.9004938975493091,0.246,0.025678995188592162,0.748,0.8287732903138432,0.837244,0.34531897726577354,-0.7830175722851325,0.02046731633099217,1.2820010957235397,0.803,0.7197624382090402
privacy-leakage-v1-adult-s21,adult,21,kmeans,R3_center_radius,246,0.949,0.9453082621082621,0.9421095944833848,-0.5816041158457036,0.246,0.025895505953718513,0.5285,0.7498642082250402,0.7720425,0.22839848153215594,-0.5931493841317422,0.020922910948568667,1.2950546977191162,0.795,0.6968527399336626
privacy-leakage-v1-adult-s21,adult,21,kmeans,R4_center_radius_count,246,0.949,0.9453082621082621,0.9421095944833848,-0.5946018101287668,0.246,0.025895505953718513,0.5285,0.7499977196900278,0.7721205,0.2319681113486429,-0.5955965870664972,0.020922910948568667,1.2950546977191162,0.795,0.6968527399336626
privacy-leakage-v1-adult-s21,adult,21,random,matched_full,246,0.701,0.7364672364672366,0.667126455208469,-0.2757609488928169,0.246,0.1404526792276787,0.508,0.5176332508893926,0.518957,0.44312442109882083,0.0034047030792978294,0.21734142029072617,4.43674746071596,0.757,0.4714806155184601
privacy-leakage-v1-adult-s21,adult,21,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.9905,0.9989705077973916,0.999112,,,0.0,0.0,0.786,0.7131305765271105
privacy-leakage-v1-adult-s21,adult,21,tree,matched_full,120,0.704,0.7645834757834757,0.6966168681021335,-0.2230717766492062,0.12,0.11099579191190204,0.57,0.6307020947147379,0.5942829999999999,-0.15630348029593794,-0.30769230769230765,0.2151555689808142,4.121320358387489,0.605,0.5967540230166678
privacy-leakage-v1-adult-s42,adult,42,granular_ball,R5_center,255,0.704,0.6204991452991454,0.6245560629122273,-0.6338902904001222,0.255,0.044849957363286404,0.6505,0.710962395566056,0.6752319999999999,0.15950161851992212,-0.5882288153824354,0.04436305284639506,1.7483439043247817,0.77,0.6743298274231276
privacy-leakage-v1-adult-s42,adult,42,granular_ball,R6_center_radius,255,0.704,0.6204991452991454,0.6245560629122273,-0.18934326876922786,0.255,0.07446722139606594,0.5445,0.6873319225749865,0.6814104999999999,0.08408388991179983,-0.14637843119075525,0.05821655667085064,2.0669176862343472,0.799,0.6602887714453276
privacy-leakage-v1-adult-s42,adult,42,granular_ball,R7_center_radius_count,255,0.704,0.6204991452991454,0.6245560629122273,-0.18934326876922786,0.255,0.07446722139606594,0.5445,0.6873319225749865,0.6814104999999999,0.08408388991179983,-0.14637843119075525,0.05821655667085064,2.0669176862343472,0.799,0.6602887714453276
privacy-leakage-v1-adult-s42,adult,42,granular_ball,R8_center_radius_count_purity,255,0.704,0.6204991452991454,0.6245560629122273,-0.18934326876922786,0.255,0.07446722139606594,0.5445,0.6873319225749865,0.6814104999999999,0.08408388991179983,-0.14637843119075525,0.05821655667085064,2.0669176862343472,0.799,0.6602887714453276
privacy-leakage-v1-adult-s42,adult,42,hierarchical,matched_full,255,0.959,0.949802849002849,0.9529340997039439,-0.27063192719322204,0.255,0.023167580221328515,0.518,0.7129676718281206,0.7148265,0.11331777141335851,-0.2313516233882946,0.018008341667695927,1.2332814269189138,0.796,0.7084448103176236
privacy-leakage-v1-adult-s42,adult,42,kmeans,R1_center,255,0.948,0.9437834757834758,0.9412030755314338,-0.9218223664441528,0.255,0.024168694246171036,0.7635,0.8401394363628889,0.845298,0.4339517855653052,-0.8245955835369161,0.019030855289191066,1.2337691935079038,0.788,0.7043136729820803
privacy-leakage-v1-adult-s42,adult,42,kmeans,R2_center_count,255,0.948,0.9437834757834758,0.9412030755314338,-0.880976423980072,0.255,0.024168694246171036,0.764,0.8373489120172036,0.8509420000000001,0.4190515633919223,-0.8164695190079928,0.019030855289191066,1.2337691935079038,0.788,0.7043136729820803
privacy-leakage-v1-adult-s42,adult,42,kmeans,R3_center_radius,255,0.948,0.9437834757834758,0.9412030755314338,-0.45681464625973084,0.255,0.024604236780451507,0.533,0.7342113939564571,0.7374645,0.28758250179534117,-0.40797712469713754,0.019517453589038832,1.2476719314939044,0.78,0.6913164511494253
privacy-leakage-v1-adult-s42,adult,42,kmeans,R4_center_radius_count,255,0.948,0.9437834757834758,0.9412030755314338,-0.46253852737913365,0.255,0.024604236780451507,0.533,0.7188962964529861,0.713434,0.26363539505859146,-0.38708811502371565,0.019517453589038832,1.2476719314939044,0.78,0.6913164511494253
privacy-leakage-v1-adult-s42,adult,42,random,matched_full,255,0.744,0.779614814814815,0.7215405767590803,-0.10747083103606302,0.255,0.13587610279613904,0.5005,0.49766187987800703,0.49075399999999997,0.58057302166636,-0.1217406969367055,0.24549620263217498,4.757066218003688,0.569,0.5122884084194184
privacy-leakage-v1-adult-s42,adult,42,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.987,0.9987616166579238,0.998894,,,0.0,0.0,0.769,0.7002176342110078
privacy-leakage-v1-adult-s42,adult,42,tree,matched_full,126,0.719,0.7660695156695156,0.7092635262299136,-0.26140128751789865,0.126,0.07664574487036574,0.5865,0.6381717574823742,0.61199,-0.19534330180424628,-0.3513894571203776,0.07548057697114395,2.5311889369554033,0.719,0.6670517491631862
privacy-leakage-v1-adult-s2026,adult,2026,granular_ball,R5_center,241,0.677,0.58302905982906,0.5898303319834561,-0.5770376050008407,0.241,0.04712506718819492,0.645,0.7177626888410295,0.674377,0.2979709329540951,-0.5069743987201767,0.04701842853293998,1.7848132501805687,0.77,0.6615875370046671
privacy-leakage-v1-adult-s2026,adult,2026,granular_ball,R6_center_radius,241,0.677,0.58302905982906,0.5898303319834561,-0.22588976022707186,0.241,0.07506314048118455,0.554,0.6929821508548903,0.6922675,0.1529195822469759,-0.21528303201259885,0.05885511797011837,2.061340533436394,0.781,0.6463812204207579
privacy-leakage-v1-adult-s2026,adult,2026,granular_ball,R7_center_radius_count,241,0.677,0.58302905982906,0.5898303319834561,-0.22588976022707186,0.241,0.07506314048118455,0.554,0.6929821508548903,0.6922675,0.1529195822469759,-0.21528303201259885,0.05885511797011837,2.061340533436394,0.781,0.6463812204207579
privacy-leakage-v1-adult-s2026,adult,2026,granular_ball,R8_center_radius_count_purity,241,0.677,0.58302905982906,0.5898303319834561,-0.22588976022707186,0.241,0.07506314048118455,0.554,0.6929821508548903,0.6922675,0.1529195822469759,-0.21528303201259885,0.05885511797011837,2.061340533436394,0.781,0.6463812204207579
privacy-leakage-v1-adult-s2026,adult,2026,hierarchical,matched_full,241,0.962,0.9626529914529914,0.9570330167345092,-0.40940994943168924,0.241,0.025168234546154418,0.5125,0.7576181898907212,0.8056255,0.1695627956011712,-0.37030882611479266,0.01955447073921135,1.291289125291152,0.783,0.6874059156629804
privacy-leakage-v1-adult-s2026,adult,2026,kmeans,R1_center,241,0.941,0.9349925925925926,0.9327097772693628,-0.9217524301202739,0.241,0.026320775725736836,0.7525,0.8321987175696,0.837644,0.38061876689576585,-0.7684888498319823,0.020588701562829735,1.2948315967259203,0.791,0.6969921029472954
privacy-leakage-v1-adult-s2026,adult,2026,kmeans,R2_center_count,241,0.941,0.9349925925925926,0.9327097772693628,-0.8654681350462423,0.241,0.026320775725736836,0.756,0.8305330073480172,0.84344,0.3738755928587581,-0.753908886906427,0.020588701562829735,1.2948315967259203,0.791,0.6969921029472954
privacy-leakage-v1-adult-s2026,adult,2026,kmeans,R3_center_radius,241,0.941,0.9349925925925926,0.9327097772693628,-0.44645464340173147,0.241,0.026546877966164065,0.522,0.7108370620946051,0.7181035,0.21646210051893328,-0.46316042661146617,0.020924614903480455,1.3046303581850816,0.776,0.6818471048086538
privacy-leakage-v1-adult-s2026,adult,2026,kmeans,R4_center_radius_count,241,0.941,0.9349925925925926,0.9327097772693628,-0.4463034451506103,0.241,0.026546877966164065,0.522,0.7105852493894969,0.7177925,0.21422071421724778,-0.4620925277029478,0.020924614903480455,1.3046303581850816,0.776,0.6818471048086538
privacy-leakage-v1-adult-s2026,adult,2026,random,matched_full,241,0.699,0.7406062678062679,0.6804396131726826,0.17418862538139407,0.241,0.15311690645954756,0.511,0.5383901077468306,0.5270429999999999,0.4434768286874677,-0.012210253402882804,0.2513801209232115,4.766059474766118,0.765,0.584599421267449
privacy-leakage-v1-adult-s2026,adult,2026,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.9925,0.9995793208616444,0.999603,,,0.0,0.0,0.759,0.6880141778785223
privacy-leakage-v1-adult-s2026,adult,2026,tree,matched_full,132,0.721,0.7848319088319088,0.707999861849397,-0.3142143191387462,0.132,0.17065085325858334,0.5585,0.6078815586360031,0.581793,-0.20272740543672968,-0.14620188971334008,0.36648723827324625,5.644065539361673,0.39,0.3835868374569016
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,R5_center,61,0.879,0.5701351019405552,0.5768860914415596,-0.5892716736944721,0.061,0.19411401139006315,0.5555,0.5971564466804793,0.579817,0.2460098093533736,-0.5118355690023249,0.16736167309574723,2.667499260876581,0.865,0.5491448781188321
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,R6_center_radius,61,0.879,0.5701351019405552,0.5768860914415596,0.060108211961698695,0.061,0.20470970864591323,0.51,0.5544976655831579,0.552938,0.0021758444155923233,0.0637320030317949,0.17341035816752726,2.7083120171593684,0.881,0.5273557740045676
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,R7_center_radius_count,61,0.879,0.5701351019405552,0.5768860914415596,0.060108211961698695,0.061,0.20470970864591323,0.51,0.5544976655831579,0.552938,0.0021758444155923233,0.0637320030317949,0.17341035816752726,2.7083120171593684,0.881,0.5273557740045676
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,granular_ball,R8_center_radius_count_purity,61,0.879,0.5701351019405552,0.5768860914415596,0.060108211961698695,0.061,0.20470970864591323,0.51,0.5544976655831579,0.552938,0.0021758444155923233,0.0637320030317949,0.17341035816752726,2.7083120171593684,0.881,0.5273557740045676
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,hierarchical,matched_full,61,0.888,0.6597494473102431,0.68324358568261,-0.5272623137833933,0.061,0.10396391239471647,0.586,0.6360270652933586,0.638278,-0.2588133775757899,0.11689736777023405,0.08496973696296682,1.970224192956882,0.861,0.5938985447544255
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,kmeans,R1_center,61,0.878,0.7011790714812085,0.6909170137516594,-0.7065169665145515,0.061,0.1025042077256123,0.607,0.6468198433006875,0.663294,0.32072090241250484,-0.1549649623489277,0.08088842288192404,1.9262785341157347,0.874,0.6075059808612441
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,kmeans,R2_center_count,61,0.878,0.7011790714812085,0.6909170137516594,-0.5912310214482412,0.061,0.1025042077256123,0.603,0.6440959229166223,0.663166,0.3058523166207163,-0.19928599936203395,0.08088842288192404,1.9262785341157347,0.874,0.6075059808612441
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,kmeans,R3_center_radius,61,0.878,0.7011790714812085,0.6909170137516594,-0.783806739975406,0.061,0.10697030264264881,0.604,0.6510853465426971,0.6681770000000001,0.1987158956654402,0.0032791220701820873,0.0844088042740351,1.9647961540475927,0.863,0.5754189251590629
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,kmeans,R4_center_radius_count,61,0.878,0.7011790714812085,0.6909170137516594,-0.6385739864869557,0.061,0.10697030264264881,0.606,0.647368195583947,0.6678819999999999,0.18872090188318238,-0.048975274790138926,0.0844088042740351,1.9647961540475927,0.863,0.5754189251590629
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,random,matched_full,61,0.385,0.5373028739867355,0.35158797685959825,-0.07464941782004215,0.061,0.2430349262410138,0.4955,0.49384382549221245,0.491614,-0.6631096651280093,0.42139483189774946,0.24029951834228336,3.1906340738902115,0.883,0.4689325544344132
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.995,0.9999511204062257,0.999952,,,0.0,0.0,0.87,0.6482341353595047
privacy-leakage-v1b-bank_marketing-s1,bank_marketing,1,tree,matched_full,56,0.569,0.6395725865880618,0.47722026735756073,0.10270666131089903,0.056,0.16363404065554296,0.5275,0.5515352690704022,0.538945,0.6762659439891343,0.11729323308270678,0.18063999867556413,2.757200599768569,0.81,0.6031049724680186
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,granular_ball,R5_center,98,0.54,0.6304003930238271,0.4688491577795124,-0.5414473120575491,0.098,0.125915431853467,0.5785,0.6532723245644676,0.614413,0.1994537606870028,-0.4673180623746844,0.10634397294071188,2.168818078022137,0.867,0.5655170836722627
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,granular_ball,R6_center_radius,98,0.54,0.6304003930238271,0.4688491577795124,0.051195976074650984,0.098,0.15310693758868255,0.5155,0.5793168881847145,0.5756695000000001,-0.05796698735400279,0.11885473067090345,0.11580750991297037,2.250875100223942,0.884,0.515892094017094
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,granular_ball,R7_center_radius_count,98,0.54,0.6304003930238271,0.4688491577795124,0.051195976074650984,0.098,0.15310693758868255,0.5155,0.5793168881847145,0.5756695000000001,-0.05796698735400279,0.11885473067090345,0.11580750991297037,2.250875100223942,0.884,0.515892094017094
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,granular_ball,R8_center_radius_count_purity,98,0.54,0.6304003930238271,0.4688491577795124,0.051195976074650984,0.098,0.15310693758868255,0.5155,0.5793168881847145,0.5756695000000001,-0.05796698735400279,0.11885473067090345,0.11580750991297037,2.250875100223942,0.884,0.515892094017094
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,hierarchical,matched_full,98,0.9,0.7444952100221077,0.740491612688922,-0.39865786902244377,0.098,0.08447434449508062,0.5755,0.6557257505668519,0.6663879999999999,-0.07184380483558879,0.04654854731422056,0.06797537350281327,1.7653017563336348,0.886,0.5989925567390356
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,kmeans,R1_center,98,0.883,0.7097912060918694,0.7199824809552188,-0.627884034870975,0.098,0.08240592813978763,0.6545,0.6904584140367225,0.7176340000000001,0.1942275901492035,-0.38694435673303545,0.06732901596269977,1.754714422990724,0.887,0.5688980959030059
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,kmeans,R2_center_count,98,0.883,0.7097912060918694,0.7199824809552188,-0.6816338815158329,0.098,0.08240592813978763,0.6485,0.6910913215129993,0.7152999999999999,0.1950729471579259,-0.34932184384226395,0.06732901596269977,1.754714422990724,0.887,0.5688980959030059
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,kmeans,R3_center_radius,98,0.883,0.7097912060918694,0.7199824809552188,-0.6249018347541699,0.098,0.08323756444920807,0.6175,0.6808291913667641,0.6935229999999999,0.09727741256016091,-0.15687312536031717,0.0688694775087373,1.7721842706997326,0.887,0.595270756700418
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,kmeans,R4_center_radius_count,98,0.883,0.7097912060918694,0.7199824809552188,-0.7497966310806674,0.098,0.08323756444920807,0.6555,0.7017182636081918,0.723629,0.13060084045237946,-0.13458019229826,0.0688694775087373,1.7721842706997326,0.887,0.595270756700418
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,random,matched_full,98,0.761,0.5831785802014248,0.5450037027941341,-0.035962723959999325,0.098,0.23201481174395502,0.5005,0.5023317811559408,0.5034850000000001,-0.07958885758887907,0.6413504968383017,0.2520564174509259,3.3766372488935565,0.883,0.4689325544344132
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.9945,0.9998298106296326,0.99984,,,0.0,0.0,0.871,0.655374159473604
privacy-leakage-v1b-bank_marketing-s7,bank_marketing,7,tree,matched_full,89,0.693,0.6761581920903955,0.5505328455077442,-0.5494392850215859,0.089,0.2988319235848008,0.544,0.5926160514538442,0.570681,-0.44195239135441283,-0.40965590143617403,0.4014848889515402,4.200288979674828,0.306,0.29780965177834257
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,granular_ball,R5_center,94,0.834,0.685232129697863,0.6446157139798758,-0.42005603867167585,0.094,0.11679121672445691,0.57,0.6243416432419919,0.589089,0.19875014781935035,-0.38020853792472503,0.11949583241678285,2.162259154804731,0.835,0.5803224649569259
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,granular_ball,R6_center_radius,94,0.834,0.685232129697863,0.6446157139798758,0.5695433544738384,0.094,0.16593179173802605,0.513,0.5719595447605194,0.5618325000000001,-0.30215598913677855,0.5759707998549936,0.1440037466674848,2.4056050489258434,0.885,0.5235313371367962
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,granular_ball,R7_center_radius_count,94,0.834,0.685232129697863,0.6446157139798758,0.5695433544738384,0.094,0.16593179173802605,0.513,0.5719595447605194,0.5618325000000001,-0.30215598913677855,0.5759707998549936,0.1440037466674848,2.4056050489258434,0.885,0.5235313371367962
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,granular_ball,R8_center_radius_count_purity,94,0.834,0.685232129697863,0.6446157139798758,0.5695433544738384,0.094,0.16593179173802605,0.513,0.5719595447605194,0.5618325000000001,-0.30215598913677855,0.5759707998549936,0.1440037466674848,2.4056050489258434,0.885,0.5235313371367962
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,hierarchical,matched_full,94,0.914,0.766588061901253,0.780388151174668,-0.6361910083364746,0.094,0.08374524715938263,0.643,0.7156070893106117,0.727031,0.026798935672520615,-0.0729772492544377,0.0669018938374014,1.7581746151296824,0.889,0.5873222418440376
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,kmeans,R1_center,94,0.903,0.747177597641857,0.7492963498065447,-0.6217270520931824,0.094,0.08055082428197559,0.6525,0.6952083188929021,0.719877,0.21936866529417734,-0.1969157855584338,0.0666271168761122,1.7482328004604741,0.886,0.6335583413693346
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,kmeans,R2_center_count,94,0.903,0.747177597641857,0.7492963498065447,-0.4661323437155233,0.094,0.08055082428197559,0.6555,0.6925003993582082,0.722267,0.19109914167521302,-0.2577909106360447,0.0666271168761122,1.7482328004604741,0.886,0.6335583413693346
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,kmeans,R3_center_radius,94,0.903,0.747177597641857,0.7492963498065447,-0.644655273956048,0.094,0.08231378041971625,0.621,0.6757362948909656,0.69623,0.1161683491492075,-0.02937553507780275,0.06844070021875465,1.7689154864711134,0.889,0.6412863278384431
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,kmeans,R4_center_radius_count,94,0.903,0.747177597641857,0.7492963498065447,-0.469630237322524,0.094,0.08231378041971625,0.621,0.672745800995542,0.6980770000000001,0.06043339879056899,-0.08960043926092222,0.06844070021875465,1.7689154864711134,0.889,0.6412863278384431
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,random,matched_full,94,0.541,0.4989339228690739,0.42509948033502043,-0.49296616657208053,0.094,0.2736856285359223,0.5025,0.509830646587387,0.498393,-0.8228363014576259,0.2482535182747798,0.27463449627784153,3.5439454794520415,0.883,0.4689325544344132
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.996,0.9995835030298585,0.999623,,,0.0,0.0,0.865,0.6199228020980261
privacy-leakage-v1b-bank_marketing-s21,bank_marketing,21,tree,matched_full,79,0.638,0.6249521002210758,0.5134173158916292,0.056467703987202265,0.079,0.1871320132196422,0.529,0.573547083515438,0.5457609999999999,0.23564861583408794,-0.1728578383641675,0.16867384485624706,2.7292078960131,0.868,0.5929895533985372
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,granular_ball,R5_center,106,0.774,0.6334110235606178,0.5976901003282564,-0.4911965991934764,0.106,0.13200275813427895,0.5635,0.6519878288966925,0.603552,0.23783547273535258,-0.47763442738676926,0.11525473205525405,2.2576457737720945,0.82,0.5676236596333448
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,granular_ball,R6_center_radius,106,0.774,0.6334110235606178,0.5976901003282564,0.07085811555175035,0.106,0.16819440530559585,0.5145,0.5859786301454367,0.588605,0.030455763907540477,0.11516466341692079,0.12408038723478826,2.339688484575009,0.882,0.5214457205891895
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,granular_ball,R7_center_radius_count,106,0.774,0.6334110235606178,0.5976901003282564,0.07085811555175035,0.106,0.16819440530559585,0.5145,0.5859786301454367,0.588605,0.030455763907540477,0.11516466341692079,0.12408038723478826,2.339688484575009,0.882,0.5214457205891895
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,granular_ball,R8_center_radius_count_purity,106,0.774,0.6334110235606178,0.5976901003282564,0.07085811555175035,0.106,0.16819440530559585,0.5145,0.5859786301454367,0.588605,0.030455763907540477,0.11516466341692079,0.12408038723478826,2.339688484575009,0.882,0.5214457205891895
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,hierarchical,matched_full,106,0.906,0.7609513964737089,0.7520155333248912,-0.12036500126127567,0.106,0.0832002813454502,0.5015,0.6407452569246586,0.6411374999999999,-0.09983925813974151,0.006363361549782124,0.06628824552975737,1.7475882923251915,0.895,0.6493349052035361
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,kmeans,R1_center,106,0.899,0.714103214229989,0.7301766674948373,-0.6561040065872323,0.106,0.08014130788639741,0.677,0.725134536512464,0.746413,-0.014854954750336474,-0.22172008393672873,0.06624867750345022,1.7367771904274762,0.885,0.6243192828745128
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,kmeans,R2_center_count,106,0.899,0.714103214229989,0.7301766674948373,-0.5836388180870306,0.106,0.08014130788639741,0.6835,0.7229343978364301,0.7478659999999999,-0.001926636111044362,-0.2484526499558226,0.06624867750345022,1.7367771904274762,0.885,0.6243192828745128
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,kmeans,R3_center_radius,106,0.899,0.714103214229989,0.7301766674948373,-0.30267154527480317,0.106,0.08156992987785155,0.573,0.674511579250632,0.6974885,-0.12698784922212772,0.10811559738963446,0.06801351907612019,1.7567248041237131,0.885,0.6507096668377683
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,kmeans,R4_center_radius_count,106,0.899,0.714103214229989,0.7301766674948373,-0.20509092966424985,0.106,0.08156992987785155,0.5725,0.6727219102911065,0.6971395,-0.11016847979172674,0.10724902006771744,0.06801351907612019,1.7567248041237131,0.885,0.6507096668377683
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,random,matched_full,106,0.708,0.5761477999687938,0.5367550005076658,0.04738213546470645,0.106,0.3040822915910877,0.5015,0.4933522964466591,0.5027240000000001,-0.2690998813680652,0.22485088543994575,0.344548409928285,3.9985981940938835,0.883,0.4689325544344132
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,raw,R0_raw_samples,1000,1.0,1.0,1.0,,1.0,0.0,0.9935,0.9999452092563224,0.999946,,,0.0,0.0,0.871,0.6400659600054688
privacy-leakage-v1b-bank_marketing-s42,bank_marketing,42,tree,matched_full,84,0.695,0.6172862381026681,0.5363156094409183,-0.1634375523513772,0.084,0.16536311498988304,0.5405,0.5841765799412851,0.561462,-0.21089506849301973,-0.12455198947048698,0.1570392431844133,2.668658509092117,0.832,0.6612220205686631
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,granular_ball,R5_center,95,0.782,0.7463964627855564,0.6291482658428541,-0.6668179528819944,0.095,0.13351145285428764,0.576,0.6429733374122001,0.610541,0.3437885549350998,-0.6295854057639706,0.10427790907149916,2.1570110180496727,0.876,0.5585554796081111
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,granular_ball,R6_center_radius,95,0.782,0.7463964627855564,0.6291482658428541,0.0074824430718333215,0.095,0.14631794506947424,0.5115,0.584459004224311,0.5815925,0.1071703998895803,0.030143602606800636,0.10959713266453652,2.2035172512343837,0.885,0.555433568244813
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,granular_ball,R7_center_radius_count,95,0.782,0.7463964627855564,0.6291482658428541,0.0074824430718333215,0.095,0.14631794506947424,0.5115,0.584459004224311,0.5815925,0.1071703998895803,0.030143602606800636,0.10959713266453652,2.2035172512343837,0.885,0.555433568244813
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,granular_ball,R8_center_radius_count_purity,95,0.782,0.7463964627855564,0.6291482658428541,0.0074824430718333215,0.095,0.14631794506947424,0.5115,0.584459004224311,0.5815925,0.1071703998895803,0.030143602606800636,0.10959713266453652,2.2035172512343837,0.885,0.555433568244813
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,hierarchical,matched_full,95,0.901,0.7416801768607223,0.7399055778431078,-0.841536574890902,0.095,0.08656176756834133,0.678,0.7269509951512408,0.741767,-0.028516140408523936,0.045289912129029164,0.06943295143261254,1.7849417500781144,0.882,0.5214457205891895
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,kmeans,R1_center,95,0.906,0.7746499631540162,0.765541598906526,-0.721000857615955,0.095,0.08499115469704539,0.6545,0.7098185869361794,0.723029,0.08625104778500704,-0.32893797508786843,0.06917253175693015,1.7735467995297631,0.879,0.5818227688862316
privacy-leakage-v1b-bank_marketing-s2026,bank_marketing,2026,kmeans,R2_center_count,95,0.906,0.7746499631540162,0.765541598906526,-0.7187783593967727,0.095,0.08499115469704539,0.6545,0.709514402524884,0.7229930000000001,0.07884141481828828,-0.32168703372459695,0.06917253175693015,1.7735467995297631,0.879,0.5818227688862316
