generator_regime,shadow_seed,target_seed,attack_protocol,method,release,attack,threshold,number_of_balls,small_ball_ratio,candidate_count,negative_count,roc_auc,pr_auc,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr,dimension,redundant_fraction,label_noise
d60_redundancy0.0_noise0.05,independent_suite,22001,independent_pool_cross_release,granular_ball,release_1,logistic,0.9,35,0.7142857142857143,600,300,0.7295555555555556,0.7540091829271458,0.1933333333333333,,60,0.0,0.05
d60_redundancy0.0_noise0.05,not_applicable,22001,same_release_cv,granular_ball,release_1,logistic,0.9,35,0.7142857142857143,600,300,0.7241,0.747260908346074,0.17,,60,0.0,0.05
d60_redundancy0.0_noise0.05,independent_suite,22001,independent_pool_cross_release,granular_ball,release_1,random_forest,0.9,35,0.7142857142857143,600,300,0.6974111111111111,0.7340667918215119,0.21,,60,0.0,0.05
d60_redundancy0.0_noise0.05,not_applicable,22001,same_release_cv,granular_ball,release_1,random_forest,0.9,35,0.7142857142857143,600,300,0.6965888888888889,0.7290753334930502,0.19,,60,0.0,0.05
d60_redundancy0.0_noise0.05,independent_suite,22001,independent_pool_cross_release,matched_kmeans,release_1,logistic,0.9,35,0.8,600,300,0.7141777777777778,0.6910191593015049,0.1133333333333333,,60,0.0,0.05
d60_redundancy0.0_noise0.05,not_applicable,22001,same_release_cv,matched_kmeans,release_1,logistic,0.9,35,0.8,600,300,0.7301444444444445,0.7187467812241242,0.12,,60,0.0,0.05
d60_redundancy0.0_noise0.05,independent_suite,22001,independent_pool_cross_release,matched_kmeans,release_1,random_forest,0.9,35,0.8,600,300,0.7754888888888889,0.7795482499473503,0.1866666666666666,,60,0.0,0.05
d60_redundancy0.0_noise0.05,not_applicable,22001,same_release_cv,matched_kmeans,release_1,random_forest,0.9,35,0.8,600,300,0.7422666666666667,0.7567153323060514,0.18,,60,0.0,0.05
d60_redundancy0.0_noise0.05,independent_suite,22002,independent_pool_cross_release,granular_ball,release_1,logistic,0.9,67,0.835820895522388,600,300,0.7694111111111112,0.7928446577021944,0.2866666666666667,,60,0.0,0.05
d60_redundancy0.0_noise0.05,not_applicable,22002,same_release_cv,granular_ball,release_1,logistic,0.9,67,0.835820895522388,600,300,0.7754888888888889,0.7896739457633369,0.28,,60,0.0,0.05
