dataset,source,seed,method,release,attack,n_total,pool_samples,reference_samples,feature_count,shadow_runs,selected_count_mean,selection_stability_jaccard,roc_auc,pr_auc,tpr_at_1pct_fpr,tpr_at_0_1pct_fpr
spambase,UCI id=94 via ucimlrepo,1,MutualInformation,ranking,random_forest,4601,600,920,57,12,1.9166666666666667,0.2904040404040404,0.5085265817901234,0.5055929070925642,0.009166666666666667,nan
spambase,UCI id=94 via ucimlrepo,1,ReliefF,mask,logistic,4601,600,920,57,12,1.9166666666666667,0.35984848484848486,0.5037317129629629,0.5040141176918513,0.011111111111111112,nan
spambase,UCI id=94 via ucimlrepo,1,ReliefF,mask,random_forest,4601,600,920,57,12,1.9166666666666667,0.35984848484848486,0.4984328703703704,0.5008872014445582,0.0075,nan
spambase,UCI id=94 via ucimlrepo,1,ReliefF,mask_count,logistic,4601,600,920,57,12,1.9166666666666667,0.35984848484848486,0.5040123456790123,0.5041429388688432,0.011111111111111112,nan
spambase,UCI id=94 via ucimlrepo,1,ReliefF,mask_count,random_forest,4601,600,920,57,12,1.9166666666666667,0.35984848484848486,0.5028671296296297,0.5040291741774192,0.009722222222222222,nan
spambase,UCI id=94 via ucimlrepo,1,ReliefF,ranking,logistic,4601,600,920,57,12,1.9166666666666667,0.35984848484848486,0.5148547453703703,0.511954760889936,0.010833333333333334,nan
spambase,UCI id=94 via ucimlrepo,1,ReliefF,ranking,random_forest,4601,600,920,57,12,1.9166666666666667,0.35984848484848486,0.5067738040123457,0.5096124281340284,0.008611111111111111,nan
spambase,UCI id=94 via ucimlrepo,7,GBFRS,mask,logistic,4601,600,920,57,12,1.1666666666666667,0.3181818181818182,0.49830493827160494,0.4986609621715702,0.008333333333333333,nan
spambase,UCI id=94 via ucimlrepo,7,GBFRS,mask,random_forest,4601,600,920,57,12,1.1666666666666667,0.3181818181818182,0.5019212191358025,0.5032709105444448,0.012222222222222223,nan
spambase,UCI id=94 via ucimlrepo,7,GBFRS,mask_count,logistic,4601,600,920,57,12,1.1666666666666667,0.3181818181818182,0.498302237654321,0.4987168921749461,0.008333333333333333,nan
spambase,UCI id=94 via ucimlrepo,7,GBFRS,mask_count,random_forest,4601,600,920,57,12,1.1666666666666667,0.3181818181818182,0.5018020061728395,0.5037334622588115,0.011666666666666667,nan
spambase,UCI id=94 via ucimlrepo,7,GBFRS,ranking,logistic,4601,600,920,57,12,1.1666666666666667,0.3181818181818182,0.49830493827160494,0.4986609621715702,0.008333333333333333,nan
spambase,UCI id=94 via ucimlrepo,7,GBFRS,ranking,random_forest,4601,600,920,57,12,1.1666666666666667,0.3181818181818182,0.5019212191358025,0.5032709105444448,0.012222222222222223,nan
spambase,UCI id=94 via ucimlrepo,7,FRFS,mask,logistic,4601,600,920,57,12,1.1666666666666667,0.8484848484848485,0.49170003858024697,0.49191545102901296,0.0,nan
spambase,UCI id=94 via ucimlrepo,7,FRFS,mask,random_forest,4601,600,920,57,12,1.1666666666666667,0.8484848484848485,0.5242446759259259,0.5142320941808564,0.009722222222222222,nan
spambase,UCI id=94 via ucimlrepo,7,FRFS,mask_count,logistic,4601,600,920,57,12,1.1666666666666667,0.8484848484848485,0.4916918595679013,0.4919093748037866,0.0,nan
spambase,UCI id=94 via ucimlrepo,7,FRFS,mask_count,random_forest,4601,600,920,57,12,1.1666666666666667,0.8484848484848485,0.5240533950617283,0.5139971328083122,0.009166666666666667,nan
spambase,UCI id=94 via ucimlrepo,7,MutualInformation,mask,logistic,4601,600,920,57,12,1.1666666666666667,0.3333333333333333,0.5084501929012345,0.5064122299813627,0.009722222222222222,nan
spambase,UCI id=94 via ucimlrepo,7,MutualInformation,mask,random_forest,4601,600,920,57,12,1.1666666666666667,0.3333333333333333,0.5095573688271605,0.5064619970114564,0.008888888888888889,nan
spambase,UCI id=94 via ucimlrepo,7,MutualInformation,mask_count,logistic,4601,600,920,57,12,1.1666666666666667,0.3333333333333333,0.5083944058641975,0.5062565574106341,0.009444444444444445,nan
spambase,UCI id=94 via ucimlrepo,7,MutualInformation,mask_count,random_forest,4601,600,920,57,12,1.1666666666666667,0.3333333333333333,0.5091531635802469,0.5062880370906317,0.008333333333333333,nan
spambase,UCI id=94 via ucimlrepo,7,MutualInformation,ranking,logistic,4601,600,920,57,12,1.1666666666666667,0.3333333333333333,0.5168629243827161,0.5127381007827505,0.0077777777777777776,nan
spambase,UCI id=94 via ucimlrepo,7,MutualInformation,ranking,random_forest,4601,600,920,57,12,1.1666666666666667,0.3333333333333333,0.5231454861111111,0.5167324392268623,0.009722222222222222,nan
spambase,UCI id=94 via ucimlrepo,7,ReliefF,mask,logistic,4601,600,920,57,12,1.1666666666666667,0.39141414141414144,0.496605362654321,0.49695533953130067,0.0002777777777777778,nan
spambase,UCI id=94 via ucimlrepo,7,ReliefF,mask,random_forest,4601,600,920,57,12,1.1666666666666667,0.39141414141414144,0.5120796682098766,0.513185493598787,0.01361111111111111,nan
spambase,UCI id=94 via ucimlrepo,7,ReliefF,mask_count,logistic,4601,600,920,57,12,1.1666666666666667,0.39141414141414144,0.49641099537037037,0.49687878083438713,0.0002777777777777778,nan
spambase,UCI id=94 via ucimlrepo,7,ReliefF,mask_count,random_forest,4601,600,920,57,12,1.1666666666666667,0.39141414141414144,0.5094725694444444,0.5124987099178786,0.012777777777777779,nan
spambase,UCI id=94 via ucimlrepo,7,ReliefF,ranking,logistic,4601,600,920,57,12,1.1666666666666667,0.39141414141414144,0.5170190200617284,0.5128680028833121,0.008888888888888889,nan
spambase,UCI id=94 via ucimlrepo,7,ReliefF,ranking,random_forest,4601,600,920,57,12,1.1666666666666667,0.39141414141414144,0.5257978395061729,0.5201163179098185,0.011111111111111112,nan
spambase,UCI id=94 via ucimlrepo,21,GBFRS,mask,logistic,4601,600,920,57,12,1.4166666666666667,0.15025252525252525,0.5016454861111111,0.5060398174721622,0.013888888888888888,nan
spambase,UCI id=94 via ucimlrepo,21,GBFRS,mask,random_forest,4601,600,920,57,12,1.4166666666666667,0.15025252525252525,0.5008844521604937,0.5008191098521173,0.009722222222222222,nan
spambase,UCI id=94 via ucimlrepo,21,GBFRS,mask_count,logistic,4601,600,920,57,12,1.4166666666666667,0.15025252525252525,0.5021358024691358,0.5062614097173339,0.014166666666666666,nan
spambase,UCI id=94 via ucimlrepo,21,GBFRS,mask_count,random_forest,4601,600,920,57,12,1.4166666666666667,0.15025252525252525,0.5024701774691358,0.5019865103027974,0.008611111111111111,nan
spambase,UCI id=94 via ucimlrepo,21,GBFRS,ranking,logistic,4601,600,920,57,12,1.4166666666666667,0.15025252525252525,0.5054282793209877,0.5081307999707866,0.012777777777777779,nan
spambase,UCI id=94 via ucimlrepo,21,GBFRS,ranking,random_forest,4601,600,920,57,12,1.4166666666666667,0.15025252525252525,0.5029604938271605,0.5021362245117741,0.009166666666666667,nan
spambase,UCI id=94 via ucimlrepo,21,FRFS,mask,logistic,4601,600,920,57,12,1.4166666666666667,0.6893939393939394,0.510605324074074,0.508235765824318,0.0,nan
spambase,UCI id=94 via ucimlrepo,21,FRFS,mask,random_forest,4601,600,920,57,12,1.4166666666666667,0.6893939393939394,0.5061153163580246,0.5018813871171538,0.005833333333333334,nan
spambase,UCI id=94 via ucimlrepo,21,FRFS,mask_count,logistic,4601,600,920,57,12,1.4166666666666667,0.6893939393939394,0.5105358024691358,0.5082645518043121,0.0,nan
spambase,UCI id=94 via ucimlrepo,21,FRFS,mask_count,random_forest,4601,600,920,57,12,1.4166666666666667,0.6893939393939394,0.5049449074074074,0.5009753676438268,0.006666666666666667,nan
spambase,UCI id=94 via ucimlrepo,21,MutualInformation,mask,logistic,4601,600,920,57,12,1.4166666666666667,0.33459595959595956,0.4969193672839506,0.4993787932801734,0.011111111111111112,nan
spambase,UCI id=94 via ucimlrepo,21,MutualInformation,mask,random_forest,4601,600,920,57,12,1.4166666666666667,0.33459595959595956,0.5129850308641977,0.5018947793658592,0.009444444444444445,nan
spambase,UCI id=94 via ucimlrepo,21,MutualInformation,mask_count,logistic,4601,600,920,57,12,1.4166666666666667,0.33459595959595956,0.49744544753086417,0.4995124426673526,0.011111111111111112,nan
spambase,UCI id=94 via ucimlrepo,21,MutualInformation,mask_count,random_forest,4601,600,920,57,12,1.4166666666666667,0.33459595959595956,0.5108099151234567,0.5014556366102804,0.008055555555555555,nan
spambase,UCI id=94 via ucimlrepo,21,MutualInformation,ranking,logistic,4601,600,920,57,12,1.4166666666666667,0.33459595959595956,0.4892480709876543,0.4919934895280498,0.008333333333333333,nan
spambase,UCI id=94 via ucimlrepo,21,MutualInformation,ranking,random_forest,4601,600,920,57,12,1.4166666666666667,0.33459595959595956,0.49697638888888884,0.49583780273487693,0.006388888888888889,nan
spambase,UCI id=94 via ucimlrepo,21,ReliefF,mask,logistic,4601,600,920,57,12,1.4166666666666667,0.558080808080808,0.4938177469135802,0.49567489036097423,0.006944444444444444,nan
spambase,UCI id=94 via ucimlrepo,21,ReliefF,mask,random_forest,4601,600,920,57,12,1.4166666666666667,0.558080808080808,0.504734837962963,0.5085920911394042,0.013888888888888888,nan
spambase,UCI id=94 via ucimlrepo,21,ReliefF,mask_count,logistic,4601,600,920,57,12,1.4166666666666667,0.558080808080808,0.49394459876543206,0.49563028199029113,0.006944444444444444,nan
spambase,UCI id=94 via ucimlrepo,21,ReliefF,mask_count,random_forest,4601,600,920,57,12,1.4166666666666667,0.558080808080808,0.5009135802469136,0.5072302902094874,0.012777777777777779,nan
spambase,UCI id=94 via ucimlrepo,21,ReliefF,ranking,logistic,4601,600,920,57,12,1.4166666666666667,0.558080808080808,0.49274614197530864,0.5017513684512298,0.008055555555555555,nan
spambase,UCI id=94 via ucimlrepo,21,ReliefF,ranking,random_forest,4601,600,920,57,12,1.4166666666666667,0.558080808080808,0.5093483410493828,0.5154675762869878,0.014722222222222222,nan
