dataset,runs,mean_accuracy,std_accuracy,mean_macro_f1,mean_auroc,mean_ece,mean_reference_accuracy,mean_accuracy_gap,negative_gap_runs,mean_granules,mean_size,mean_weighted_impurity,mean_low_purity_ratio
openml-1462-banknote-authentication,5,0.9533980582524272,0.009133440641857655,0.9529639725032363,0.9746629441382109,0.012224617501616977,1.0,-0.046601941747572796,5,15.6,62.44430079724197,0.046250000000000006,0.0
openml-1489-phoneme,5,0.8497333333333333,0.02588040872079797,0.8060657077812728,0.7795778301886792,0.0772434630823588,0.8986666666666667,-0.04893333333333334,5,577.4,6.238851657711693,0.06948571428571426,0.0
openml-151-electricity,5,0.7074666666666667,0.014467741895525887,0.6988548390008803,0.6739863678781076,0.2513229688880071,0.8265333333333333,-0.11906666666666668,5,1637,2.1387493176082266,0.034685714285714285,0.0
openml-40-sonar,5,0.7841269841269841,0.05553287518900285,0.7774625117781666,0.799290060851927,0.18233378251585533,0.873015873015873,-0.08888888888888886,5,58.4,2.562175671550672,0.024827586206896554,0.0
openml-59-ionosphere,5,0.7037735849056603,0.08492662215039172,0.7001829412248199,0.7461300309597523,0.2392532471340851,0.9433962264150944,-0.23962264150943396,5,16,15.76685586515308,0.09877551020408162,0.0
