dataset,adaptive_weighted_optimism_median,adaptive_positive_all_seeds,adaptive_high_purity_small_gap_median,adaptive_high_purity_small_mass_median,adaptive_minus_cart_median,adaptive_exceeds_cart_all_seeds_by_2pp,native_construction_overlap_median
breast_cancer,0.030589831836369236,True,0.02439024390243903,0.35964912280701733,-0.051420217209690804,False,0.9648093841642228
digits,0.07083333333333353,True,0.08914728682170543,0.680555555555548,-0.07361111111110988,False,0.9916434540389972
dry_bean,0.09499999999999958,True,0.09883720930232526,0.9555555555555386,-0.00555555555555462,False,1.0
iris,0.06666666666666665,True,0.06666666666666665,0.9999999999999991,2.7755575615628914e-17,False,1.0
wine,0.027777777777777787,True,0.0,0.7777777777777766,-0.055555555555555476,False,1.0
